STAT_VAR,STAT_PRES,SEX,AGE,CCYY,H,OBS_VALUE,SD_VALUE
POP,Raw_K_1dp_per_n,M,30-34,2020,1,231.2,
POP,Raw_K_1dp_per_n,M,30-34,2020,2,229.8,
POP,Raw_K_1dp_per_n,M,30-34,2021,1,228.0,
POP,Raw_K_1dp_per_n,M,30-34,2021,2,226.7,
POP,Raw_K_1dp_per_n,M,30-34,2022,1,225.6,
POP,Raw_K_1dp_per_n,M,30-34,2022,2,228.6,
POP,Raw_K_1dp_per_n,M,30-34,2023,1,226.7,
POP,Raw_K_1dp_per_n,M,30-34,2023,2,225.4,
POP,Raw_K_1dp_per_n,M,30-34,2024,1,228.2,102
POP,Prop_1dp_%_n,M,30-34,1961,1,4.3,
POP,Prop_1dp_%_n,M,30-34,1962,1,4.2,
POP,Prop_1dp_%_n,M,30-34,1963,1,4.1,
POP,Prop_1dp_%_n,M,30-34,1964,1,3.9,
POP,Prop_1dp_%_n,M,30-34,1965,1,3.7,
POP,Prop_1dp_%_n,M,30-34,1966,1,3.5,
POP,Prop_1dp_%_n,M,30-34,1967,1,3.4,
POP,Prop_1dp_%_n,M,30-34,1968,1,3.2,
POP,Prop_1dp_%_n,M,30-34,1969,1,3.0,
POP,Prop_1dp_%_n,M,30-34,1970,1,3.0,
POP,Prop_1dp_%_n,M,30-34,1971,1,2.8,
POP,Prop_1dp_%_n,M,30-34,1972,1,2.8,
POP,Prop_1dp_%_n,M,30-34,1973,1,2.7,
POP,Prop_1dp_%_n,M,30-34,1974,1,2.6,
POP,Prop_1dp_%_n,M,30-34,1975,1,2.6,
POP,Prop_1dp_%_n,M,30-34,1976,1,2.8,
POP,Prop_1dp_%_n,M,30-34,1977,1,3.0,
POP,Prop_1dp_%_n,M,30-34,1978,1,3.4,
POP,Prop_1dp_%_n,M,30-34,1979,1,3.8,
POP,Prop_1dp_%_n,M,30-34,1980,1,4.2,
POP,Prop_1dp_%_n,M,30-34,1981,1,4.5,
POP,Prop_1dp_%_n,M,30-34,1982,1,4.6,
POP,Prop_1dp_%_n,M,30-34,1983,1,4.7,
POP,Prop_1dp_%_n,M,30-34,1984,1,4.7,
POP,Prop_1dp_%_n,M,30-34,1985,1,4.7,
POP,Prop_1dp_%_n,M,30-34,1986,1,4.8,
POP,Prop_1dp_%_n,M,30-34,1987,1,5.0,
POP,Prop_1dp_%_n,M,30-34,1988,1,5.2,
POP,Prop_1dp_%_n,M,30-34,1989,1,5.3,
POP,Prop_1dp_%_n,M,30-34,1990,1,5.4,
POP,Prop_1dp_%_n,M,30-34,1991,1,5.5,
POP,Prop_1dp_%_n,M,30-34,1992,1,5.5,
POP,Prop_1dp_%_n,M,30-34,1993,1,5.4,
POP,Prop_1dp_%_n,M,30-34,1994,1,5.3,
POP,Prop_1dp_%_n,M,30-34,1995,1,5.1,
POP,Prop_1dp_%_n,M,30-34,1996,1,4.9,
POP,Prop_1dp_%_n,M,30-34,1996,2,4.8,
POP,Prop_1dp_%_n,M,30-34,1997,1,4.6,
POP,Prop_1dp_%_n,M,30-34,1997,2,4.5,
POP,Prop_1dp_%_n,M,30-34,1998,1,4.4,
POP,Prop_1dp_%_n,M,30-34,1998,2,4.2,
POP,Prop_1dp_%_n,M,30-34,1999,1,4.1,
POP,Prop_1dp_%_n,M,30-34,1999,2,4.0,
POP,Prop_1dp_%_n,M,30-34,2000,1,3.9,
POP,Prop_1dp_%_n,M,30-34,2000,2,3.9,
POP,Prop_1dp_%_n,M,30-34,2001,1,3.8,
POP,Prop_1dp_%_n,M,30-34,2001,2,3.8,
POP,Prop_1dp_%_n,M,30-34,2002,1,3.7,
POP,Prop_1dp_%_n,M,30-34,2002,2,3.7,
POP,Prop_1dp_%_n,M,30-34,2003,1,3.7,
POP,Prop_1dp_%_n,M,30-34,2003,2,3.6,
POP,Prop_1dp_%_n,M,30-34,2004,1,3.6,
POP,Prop_1dp_%_n,M,30-34,2004,2,3.6,
POP,Prop_1dp_%_n,M,30-34,2005,1,3.5,
POP,Prop_1dp_%_n,M,30-34,2005,2,3.5,
POP,Prop_1dp_%_n,M,30-34,2006,1,3.5,
POP,Prop_1dp_%_n,M,30-34,2006,2,3.5,
POP,Prop_1dp_%_n,M,30-34,2007,1,3.4,
POP,Prop_1dp_%_n,M,30-34,2007,2,3.4,
POP,Prop_1dp_%_n,M,30-34,2008,1,3.3,
POP,Prop_1dp_%_n,M,30-34,2008,2,3.3,
POP,Prop_1dp_%_n,M,30-34,2009,1,3.2,
POP,Prop_1dp_%_n,M,30-34,2009,2,3.2,
POP,Prop_1dp_%_n,M,30-34,2010,1,3.2,
POP,Prop_1dp_%_n,M,30-34,2010,2,3.2,
POP,Prop_1dp_%_n,M,30-34,2011,1,3.2,
POP,Prop_1dp_%_n,M,30-34,2011,2,3.2,
POP,Prop_1dp_%_n,M,30-34,2012,1,3.2,
POP,Prop_1dp_%_n,M,30-34,2012,2,3.2,
POP,Prop_1dp_%_n,M,30-34,2013,1,3.2,
POP,Prop_1dp_%_n,M,30-34,2013,2,3.2,
POP,Prop_1dp_%_n,M,30-34,2014,1,3.2,
POP,Prop_1dp_%_n,M,30-34,2014,2,3.2,
POP,Prop_1dp_%_n,M,30-34,2015,1,3.2,
POP,Prop_1dp_%_n,M,30-34,2015,2,3.2,
POP,Prop_1dp_%_n,M,30-34,2016,1,3.2,
POP,Prop_1dp_%_n,M,30-34,2016,2,3.1,
POP,Prop_1dp_%_n,M,30-34,2017,1,3.1,
POP,Prop_1dp_%_n,M,30-34,2017,2,3.1,
POP,Prop_1dp_%_n,M,30-34,2018,1,3.1,
POP,Prop_1dp_%_n,M,30-34,2018,2,3.1,
POP,Prop_1dp_%_n,M,30-34,2019,1,3.1,
POP,Prop_1dp_%_n,M,30-34,2019,2,3.1,
POP,Prop_1dp_%_n,M,30-34,2020,1,3.1,
POP,Prop_1dp_%_n,M,30-34,2020,2,3.1,
POP,Prop_1dp_%_n,M,30-34,2021,1,3.1,
POP,Prop_1dp_%_n,M,30-34,2021,2,3.1,
POP,Prop_1dp_%_n,M,30-34,2022,1,3.1,
POP,Prop_1dp_%_n,M,30-34,2022,2,3.1,
POP,Prop_1dp_%_n,M,30-34,2023,1,3.0,
POP,Prop_1dp_%_n,M,30-34,2023,2,3.0,
POP,Prop_1dp_%_n,M,30-34,2024,1,3.0,102
POP,Raw_K_1dp_per_n,M,35-39,1961,1,119.1,
POP,Raw_K_1dp_per_n,M,35-39,1962,1,122.8,
POP,Raw_K_1dp_per_n,M,35-39,1963,1,126.4,
POP,Raw_K_1dp_per_n,M,35-39,1964,1,128.8,
POP,Raw_K_1dp_per_n,M,35-39,1965,1,132.4,
POP,Raw_K_1dp_per_n,M,35-39,1966,1,130.4,
POP,Raw_K_1dp_per_n,M,35-39,1967,1,133.5,
POP,Raw_K_1dp_per_n,M,35-39,1968,1,134.4,
POP,Raw_K_1dp_per_n,M,35-39,1969,1,132.9,
POP,Raw_K_1dp_per_n,M,35-39,1970,1,133.9,
POP,Raw_K_1dp_per_n,M,35-39,1971,1,133.1,
POP,Raw_K_1dp_per_n,M,35-39,1972,1,131.0,
POP,Raw_K_1dp_per_n,M,35-39,1973,1,130.9,
POP,Raw_K_1dp_per_n,M,35-39,1974,1,132.1,
POP,Raw_K_1dp_per_n,M,35-39,1975,1,132.2,
POP,Raw_K_1dp_per_n,M,35-39,1976,1,129.3,
POP,Raw_K_1dp_per_n,M,35-39,1977,1,123.6,
POP,Raw_K_1dp_per_n,M,35-39,1978,1,118.9,
POP,Raw_K_1dp_per_n,M,35-39,1979,1,125.6,
POP,Raw_K_1dp_per_n,M,35-39,1980,1,132.0,
POP,Raw_K_1dp_per_n,M,35-39,1981,1,142.8,
POP,Raw_K_1dp_per_n,M,35-39,1982,1,157.2,
POP,Raw_K_1dp_per_n,M,35-39,1983,1,175.8,
POP,Raw_K_1dp_per_n,M,35-39,1984,1,193.8,
POP,Raw_K_1dp_per_n,M,35-39,1985,1,210.6,
POP,Raw_K_1dp_per_n,M,35-39,1986,1,224.2,
POP,Raw_K_1dp_per_n,M,35-39,1987,1,236.1,
POP,Raw_K_1dp_per_n,M,35-39,1988,1,244.7,
POP,Raw_K_1dp_per_n,M,35-39,1989,1,251.0,
POP,Raw_K_1dp_per_n,M,35-39,1990,1,256.0,
POP,Raw_K_1dp_per_n,M,35-39,1991,1,265.9,
POP,Raw_K_1dp_per_n,M,35-39,1992,1,276.8,
POP,Raw_K_1dp_per_n,M,35-39,1993,1,291.7,
POP,Raw_K_1dp_per_n,M,35-39,1994,1,306.7,
POP,Raw_K_1dp_per_n,M,35-39,1995,1,317.4,
POP,Raw_K_1dp_per_n,M,35-39,1996,1,333.6,
POP,Raw_K_1dp_per_n,M,35-39,1996,2,333.1,
POP,Raw_K_1dp_per_n,M,35-39,1997,1,336.3,
POP,Raw_K_1dp_per_n,M,35-39,1997,2,334.8,
POP,Raw_K_1dp_per_n,M,35-39,1998,1,334.8,
POP,Raw_K_1dp_per_n,M,35-39,1998,2,331.4,
POP,Raw_K_1dp_per_n,M,35-39,1999,1,331.0,
POP,Raw_K_1dp_per_n,M,35-39,1999,2,329.1,
POP,Raw_K_1dp_per_n,M,35-39,2000,1,323.1,
POP,Raw_K_1dp_per_n,M,35-39,2000,2,316.5,
POP,Raw_K_1dp_per_n,M,35-39,2001,1,312.7,
POP,Raw_K_1dp_per_n,M,35-39,2001,2,307.7,
POP,Raw_K_1dp_per_n,M,35-39,2002,1,301.1,
POP,Raw_K_1dp_per_n,M,35-39,2002,2,292.1,
POP,Raw_K_1dp_per_n,M,35-39,2003,1,283.3,
POP,Raw_K_1dp_per_n,M,35-39,2003,2,276.8,
POP,Raw_K_1dp_per_n,M,35-39,2004,1,270.5,
POP,Raw_K_1dp_per_n,M,35-39,2004,2,261.9,
POP,Raw_K_1dp_per_n,M,35-39,2005,1,256.6,
POP,Raw_K_1dp_per_n,M,35-39,2005,2,252.3,
POP,Raw_K_1dp_per_n,M,35-39,2006,1,248.0,
POP,Raw_K_1dp_per_n,M,35-39,2006,2,245.3,
POP,Raw_K_1dp_per_n,M,35-39,2007,1,243.4,
POP,Raw_K_1dp_per_n,M,35-39,2007,2,241.9,
POP,Raw_K_1dp_per_n,M,35-39,2008,1,241.3,
POP,Raw_K_1dp_per_n,M,35-39,2008,2,239.9,
POP,Raw_K_1dp_per_n,M,35-39,2009,1,240.0,
POP,Raw_K_1dp_per_n,M,35-39,2009,2,239.3,
POP,Raw_K_1dp_per_n,M,35-39,2010,1,238.7,
POP,Raw_K_1dp_per_n,M,35-39,2010,2,235.7,
POP,Raw_K_1dp_per_n,M,35-39,2011,1,234.5,
POP,Raw_K_1dp_per_n,M,35-39,2011,2,234.5,
POP,Raw_K_1dp_per_n,M,35-39,2012,1,234.5,
POP,Raw_K_1dp_per_n,M,35-39,2012,2,231.1,
POP,Raw_K_1dp_per_n,M,35-39,2013,1,229.5,
POP,Raw_K_1dp_per_n,M,35-39,2013,2,228.4,
POP,Raw_K_1dp_per_n,M,35-39,2014,1,226.8,
POP,Raw_K_1dp_per_n,M,35-39,2014,2,225.1,
POP,Raw_K_1dp_per_n,M,35-39,2015,1,225.3,
POP,Raw_K_1dp_per_n,M,35-39,2015,2,227.0,
POP,Raw_K_1dp_per_n,M,35-39,2016,1,228.0,
POP,Raw_K_1dp_per_n,M,35-39,2016,2,230.0,
POP,Raw_K_1dp_per_n,M,35-39,2017,1,232.2,
POP,Raw_K_1dp_per_n,M,35-39,2017,2,234.8,
POP,Raw_K_1dp_per_n,M,35-39,2018,1,237.7,
POP,Raw_K_1dp_per_n,M,35-39,2018,2,239.4,
POP,Raw_K_1dp_per_n,M,35-39,2019,1,240.3,
POP,Raw_K_1dp_per_n,M,35-39,2019,2,240.6,
POP,Raw_K_1dp_per_n,M,35-39,2020,1,240.1,
POP,Raw_K_1dp_per_n,M,35-39,2020,2,235.1,
POP,Raw_K_1dp_per_n,M,35-39,2021,1,234.5,
POP,Raw_K_1dp_per_n,M,35-39,2021,2,230.9,
POP,Raw_K_1dp_per_n,M,35-39,2022,1,227.3,
POP,Raw_K_1dp_per_n,M,35-39,2022,2,230.1,
POP,Raw_K_1dp_per_n,M,35-39,2023,1,231.8,
POP,Raw_K_1dp_per_n,M,35-39,2023,2,232.4,
POP,Raw_K_1dp_per_n,M,35-39,2024,1,234.7,102
POP,Prop_1dp_%_n,M,35-39,1961,1,3.8,
POP,Prop_1dp_%_n,M,35-39,1962,1,3.7,
POP,Prop_1dp_%_n,M,35-39,1963,1,3.7,
POP,Prop_1dp_%_n,M,35-39,1964,1,3.7,
POP,Prop_1dp_%_n,M,35-39,1965,1,3.7,
POP,Prop_1dp_%_n,M,35-39,1966,1,3.6,
POP,Prop_1dp_%_n,M,35-39,1967,1,3.6,
POP,Prop_1dp_%_n,M,35-39,1968,1,3.5,
POP,Prop_1dp_%_n,M,35-39,1969,1,3.4,
POP,Prop_1dp_%_n,M,35-39,1970,1,3.4,
POP,Prop_1dp_%_n,M,35-39,1971,1,3.3,
POP,Prop_1dp_%_n,M,35-39,1972,1,3.2,
POP,Prop_1dp_%_n,M,35-39,1973,1,3.1,
POP,Prop_1dp_%_n,M,35-39,1974,1,3.0,
POP,Prop_1dp_%_n,M,35-39,1975,1,3.0,
POP,Prop_1dp_%_n,M,35-39,1976,1,2.9,
POP,Prop_1dp_%_n,M,35-39,1977,1,2.7,
POP,Prop_1dp_%_n,M,35-39,1978,1,2.5,
POP,Prop_1dp_%_n,M,35-39,1979,1,2.5,
POP,Prop_1dp_%_n,M,35-39,1980,1,2.6,
POP,Prop_1dp_%_n,M,35-39,1981,1,2.8,
POP,Prop_1dp_%_n,M,35-39,1982,1,3.0,
POP,Prop_1dp_%_n,M,35-39,1983,1,3.3,
POP,Prop_1dp_%_n,M,35-39,1984,1,3.6,
POP,Prop_1dp_%_n,M,35-39,1985,1,3.9,
POP,Prop_1dp_%_n,M,35-39,1986,1,4.1,
POP,Prop_1dp_%_n,M,35-39,1987,1,4.2,
POP,Prop_1dp_%_n,M,35-39,1988,1,4.3,
POP,Prop_1dp_%_n,M,35-39,1989,1,4.4,
POP,Prop_1dp_%_n,M,35-39,1990,1,4.5,
POP,Prop_1dp_%_n,M,35-39,1991,1,4.6,
POP,Prop_1dp_%_n,M,35-39,1992,1,4.8,
POP,Prop_1dp_%_n,M,35-39,1993,1,4.9,
POP,Prop_1dp_%_n,M,35-39,1994,1,5.1,
POP,Prop_1dp_%_n,M,35-39,1995,1,5.2,
POP,Prop_1dp_%_n,M,35-39,1996,1,5.2,
POP,Prop_1dp_%_n,M,35-39,1996,2,5.1,
POP,Prop_1dp_%_n,M,35-39,1997,1,5.2,
POP,Prop_1dp_%_n,M,35-39,1997,2,5.1,
POP,Prop_1dp_%_n,M,35-39,1998,1,5.1,
POP,Prop_1dp_%_n,M,35-39,1998,2,5.0,
POP,Prop_1dp_%_n,M,35-39,1999,1,5.0,
POP,Prop_1dp_%_n,M,35-39,1999,2,5.0,
POP,Prop_1dp_%_n,M,35-39,2000,1,4.8,
POP,Prop_1dp_%_n,M,35-39,2000,2,4.7,
POP,Prop_1dp_%_n,M,35-39,2001,1,4.7,
POP,Prop_1dp_%_n,M,35-39,2001,2,4.6,
POP,Prop_1dp_%_n,M,35-39,2002,1,4.5,
POP,Prop_1dp_%_n,M,35-39,2002,2,4.3,
POP,Prop_1dp_%_n,M,35-39,2003,1,4.2,
POP,Prop_1dp_%_n,M,35-39,2003,2,4.1,
POP,Prop_1dp_%_n,M,35-39,2004,1,4.0,
POP,Prop_1dp_%_n,M,35-39,2004,2,3.9,
POP,Prop_1dp_%_n,M,35-39,2005,1,3.8,
POP,Prop_1dp_%_n,M,35-39,2005,2,3.7,
POP,Prop_1dp_%_n,M,35-39,2006,1,3.6,
POP,Prop_1dp_%_n,M,35-39,2006,2,3.6,
POP,Prop_1dp_%_n,M,35-39,2007,1,3.5,
POP,Prop_1dp_%_n,M,35-39,2007,2,3.5,
POP,Prop_1dp_%_n,M,35-39,2008,1,3.5,
POP,Prop_1dp_%_n,M,35-39,2008,2,3.4,
POP,Prop_1dp_%_n,M,35-39,2009,1,3.4,
POP,Prop_1dp_%_n,M,35-39,2009,2,3.4,
POP,Prop_1dp_%_n,M,35-39,2010,1,3.4,
POP,Prop_1dp_%_n,M,35-39,2010,2,3.3,
POP,Prop_1dp_%_n,M,35-39,2011,1,3.3,
POP,Prop_1dp_%_n,M,35-39,2011,2,3.3,
POP,Prop_1dp_%_n,M,35-39,2012,1,3.3,
POP,Prop_1dp_%_n,M,35-39,2012,2,3.2,
POP,Prop_1dp_%_n,M,35-39,2013,1,3.2,
POP,Prop_1dp_%_n,M,35-39,2013,2,3.2,
POP,Prop_1dp_%_n,M,35-39,2014,1,3.1,
POP,Prop_1dp_%_n,M,35-39,2014,2,3.1,
POP,Prop_1dp_%_n,M,35-39,2015,1,3.1,
POP,Prop_1dp_%_n,M,35-39,2015,2,3.1,
POP,Prop_1dp_%_n,M,35-39,2016,1,3.1,
POP,Prop_1dp_%_n,M,35-39,2016,2,3.1,
POP,Prop_1dp_%_n,M,35-39,2017,1,3.1,
POP,Prop_1dp_%_n,M,35-39,2017,2,3.2,
POP,Prop_1dp_%_n,M,35-39,2018,1,3.2,
POP,Prop_1dp_%_n,M,35-39,2018,2,3.2,
POP,Prop_1dp_%_n,M,35-39,2019,1,3.2,
POP,Prop_1dp_%_n,M,35-39,2019,2,3.2,
POP,Prop_1dp_%_n,M,35-39,2020,1,3.2,
POP,Prop_1dp_%_n,M,35-39,2020,2,3.2,
POP,Prop_1dp_%_n,M,35-39,2021,1,3.2,
POP,Prop_1dp_%_n,M,35-39,2021,2,3.1,
POP,Prop_1dp_%_n,M,35-39,2022,1,3.1,
POP,Prop_1dp_%_n,M,35-39,2022,2,3.1,
POP,Prop_1dp_%_n,M,35-39,2023,1,3.1,
POP,Prop_1dp_%_n,M,35-39,2023,2,3.1,
POP,Prop_1dp_%_n,M,35-39,2024,1,3.1,102
POP,Raw_K_1dp_per_n,M,40-44,1961,1,106.9,
POP,Raw_K_1dp_per_n,M,40-44,1962,1,110.6,
POP,Raw_K_1dp_per_n,M,40-44,1963,1,113.2,
POP,Raw_K_1dp_per_n,M,40-44,1964,1,113.8,
POP,Raw_K_1dp_per_n,M,40-44,1965,1,115.7,
POP,Raw_K_1dp_per_n,M,40-44,1966,1,113.5,
POP,Raw_K_1dp_per_n,M,40-44,1967,1,117.7,
POP,Raw_K_1dp_per_n,M,40-44,1968,1,121.6,
POP,Raw_K_1dp_per_n,M,40-44,1969,1,124.7,
POP,Raw_K_1dp_per_n,M,40-44,1970,1,130.7,
POP,Raw_K_1dp_per_n,M,40-44,1971,1,134.9,
POP,Raw_K_1dp_per_n,M,40-44,1972,1,136.5,
POP,Raw_K_1dp_per_n,M,40-44,1973,1,137.0,
POP,Raw_K_1dp_per_n,M,40-44,1974,1,137.3,
POP,Raw_K_1dp_per_n,M,40-44,1975,1,137.7,
POP,Raw_K_1dp_per_n,M,40-44,1976,1,137.9,
POP,Raw_K_1dp_per_n,M,40-44,1977,1,137.5,
POP,Raw_K_1dp_per_n,M,40-44,1978,1,137.6,
POP,Raw_K_1dp_per_n,M,40-44,1979,1,144.1,
POP,Raw_K_1dp_per_n,M,40-44,1980,1,145.4,
POP,Raw_K_1dp_per_n,M,40-44,1981,1,146.1,
POP,Raw_K_1dp_per_n,M,40-44,1982,1,141.8,
POP,Raw_K_1dp_per_n,M,40-44,1983,1,136.8,
POP,Raw_K_1dp_per_n,M,40-44,1984,1,133.2,
POP,Raw_K_1dp_per_n,M,40-44,1985,1,134.2,
POP,Raw_K_1dp_per_n,M,40-44,1986,1,140.6,
POP,Raw_K_1dp_per_n,M,40-44,1987,1,154.1,
POP,Raw_K_1dp_per_n,M,40-44,1988,1,172.7,
POP,Raw_K_1dp_per_n,M,40-44,1989,1,191.9,
POP,Raw_K_1dp_per_n,M,40-44,1990,1,208.5,
POP,Raw_K_1dp_per_n,M,40-44,1991,1,224.1,
POP,Raw_K_1dp_per_n,M,40-44,1992,1,234.1,
POP,Raw_K_1dp_per_n,M,40-44,1993,1,243.5,
POP,Raw_K_1dp_per_n,M,40-44,1994,1,251.1,
POP,Raw_K_1dp_per_n,M,40-44,1995,1,258.3,
POP,Raw_K_1dp_per_n,M,40-44,1996,1,275.6,
POP,Raw_K_1dp_per_n,M,40-44,1996,2,282.9,
POP,Raw_K_1dp_per_n,M,40-44,1997,1,288.1,
POP,Raw_K_1dp_per_n,M,40-44,1997,2,295.1,
POP,Raw_K_1dp_per_n,M,40-44,1998,1,303.9,
POP,Raw_K_1dp_per_n,M,40-44,1998,2,311.8,
POP,Raw_K_1dp_per_n,M,40-44,1999,1,316.4,
POP,Raw_K_1dp_per_n,M,40-44,1999,2,319.6,
POP,Raw_K_1dp_per_n,M,40-44,2000,1,326.9,
POP,Raw_K_1dp_per_n,M,40-44,2000,2,333.9,
POP,Raw_K_1dp_per_n,M,40-44,2001,1,335.4,
POP,Raw_K_1dp_per_n,M,40-44,2001,2,334.6,
POP,Raw_K_1dp_per_n,M,40-44,2002,1,335.2,
POP,Raw_K_1dp_per_n,M,40-44,2002,2,334.2,
POP,Raw_K_1dp_per_n,M,40-44,2003,1,332.9,
POP,Raw_K_1dp_per_n,M,40-44,2003,2,329.8,
POP,Raw_K_1dp_per_n,M,40-44,2004,1,328.9,
POP,Raw_K_1dp_per_n,M,40-44,2004,2,325.0,
POP,Raw_K_1dp_per_n,M,40-44,2005,1,318.4,
POP,Raw_K_1dp_per_n,M,40-44,2005,2,309.0,
POP,Raw_K_1dp_per_n,M,40-44,2006,1,304.4,
POP,Raw_K_1dp_per_n,M,40-44,2006,2,299.6,
POP,Raw_K_1dp_per_n,M,40-44,2007,1,293.1,
POP,Raw_K_1dp_per_n,M,40-44,2007,2,284.6,
POP,Raw_K_1dp_per_n,M,40-44,2008,1,277.1,
POP,Raw_K_1dp_per_n,M,40-44,2008,2,269.4,
POP,Raw_K_1dp_per_n,M,40-44,2009,1,262.7,
POP,Raw_K_1dp_per_n,M,40-44,2009,2,254.7,
POP,Raw_K_1dp_per_n,M,40-44,2010,1,250.0,
POP,Raw_K_1dp_per_n,M,40-44,2010,2,246.2,
POP,Raw_K_1dp_per_n,M,40-44,2011,1,242.7,
POP,Raw_K_1dp_per_n,M,40-44,2011,2,240.7,
POP,Raw_K_1dp_per_n,M,40-44,2012,1,241.2,
POP,Raw_K_1dp_per_n,M,40-44,2012,2,240.6,
POP,Raw_K_1dp_per_n,M,40-44,2013,1,239.8,
POP,Raw_K_1dp_per_n,M,40-44,2013,2,239.2,
POP,Raw_K_1dp_per_n,M,40-44,2014,1,239.7,
POP,Raw_K_1dp_per_n,M,40-44,2014,2,239.6,
POP,Raw_K_1dp_per_n,M,40-44,2015,1,239.2,
POP,Raw_K_1dp_per_n,M,40-44,2015,2,235.8,
POP,Raw_K_1dp_per_n,M,40-44,2016,1,234.6,
POP,Raw_K_1dp_per_n,M,40-44,2016,2,235.6,
POP,Raw_K_1dp_per_n,M,40-44,2017,1,234.7,
POP,Raw_K_1dp_per_n,M,40-44,2017,2,232.2,
POP,Raw_K_1dp_per_n,M,40-44,2018,1,232.0,
POP,Raw_K_1dp_per_n,M,40-44,2018,2,231.7,
POP,Raw_K_1dp_per_n,M,40-44,2019,1,231.9,
POP,Raw_K_1dp_per_n,M,40-44,2019,2,233.1,
POP,Raw_K_1dp_per_n,M,40-44,2020,1,233.6,
POP,Raw_K_1dp_per_n,M,40-44,2020,2,234.5,
POP,Raw_K_1dp_per_n,M,40-44,2021,1,235.0,
POP,Raw_K_1dp_per_n,M,40-44,2021,2,234.3,
POP,Raw_K_1dp_per_n,M,40-44,2022,1,234.6,
POP,Raw_K_1dp_per_n,M,40-44,2022,2,237.3,
POP,Raw_K_1dp_per_n,M,40-44,2023,1,238.8,
POP,Raw_K_1dp_per_n,M,40-44,2023,2,239.3,
POP,Raw_K_1dp_per_n,M,40-44,2024,1,240.7,102
POP,Prop_1dp_%_n,M,40-44,1961,1,3.4,
POP,Prop_1dp_%_n,M,40-44,1962,1,3.3,
POP,Prop_1dp_%_n,M,40-44,1963,1,3.3,
POP,Prop_1dp_%_n,M,40-44,1964,1,3.2,
POP,Prop_1dp_%_n,M,40-44,1965,1,3.2,
POP,Prop_1dp_%_n,M,40-44,1966,1,3.1,
POP,Prop_1dp_%_n,M,40-44,1967,1,3.2,
POP,Prop_1dp_%_n,M,40-44,1968,1,3.2,
POP,Prop_1dp_%_n,M,40-44,1969,1,3.2,
POP,Prop_1dp_%_n,M,40-44,1970,1,3.3,
POP,Prop_1dp_%_n,M,40-44,1971,1,3.3,
POP,Prop_1dp_%_n,M,40-44,1972,1,3.3,
POP,Prop_1dp_%_n,M,40-44,1973,1,3.2,
POP,Prop_1dp_%_n,M,40-44,1974,1,3.1,
POP,Prop_1dp_%_n,M,40-44,1975,1,3.1,
POP,Prop_1dp_%_n,M,40-44,1976,1,3.1,
POP,Prop_1dp_%_n,M,40-44,1977,1,3.0,
POP,Prop_1dp_%_n,M,40-44,1978,1,2.9,
POP,Prop_1dp_%_n,M,40-44,1979,1,2.9,
POP,Prop_1dp_%_n,M,40-44,1980,1,2.9,
POP,Prop_1dp_%_n,M,40-44,1981,1,2.8,
POP,Prop_1dp_%_n,M,40-44,1982,1,2.7,
POP,Prop_1dp_%_n,M,40-44,1983,1,2.6,
POP,Prop_1dp_%_n,M,40-44,1984,1,2.5,
POP,Prop_1dp_%_n,M,40-44,1985,1,2.5,
POP,Prop_1dp_%_n,M,40-44,1986,1,2.5,
POP,Prop_1dp_%_n,M,40-44,1987,1,2.8,
POP,Prop_1dp_%_n,M,40-44,1988,1,3.1,
POP,Prop_1dp_%_n,M,40-44,1989,1,3.4,
POP,Prop_1dp_%_n,M,40-44,1990,1,3.7,
POP,Prop_1dp_%_n,M,40-44,1991,1,3.9,
POP,Prop_1dp_%_n,M,40-44,1992,1,4.0,
POP,Prop_1dp_%_n,M,40-44,1993,1,4.1,
POP,Prop_1dp_%_n,M,40-44,1994,1,4.2,
POP,Prop_1dp_%_n,M,40-44,1995,1,4.2,
POP,Prop_1dp_%_n,M,40-44,1996,1,4.3,
POP,Prop_1dp_%_n,M,40-44,1996,2,4.4,
POP,Prop_1dp_%_n,M,40-44,1997,1,4.4,
POP,Prop_1dp_%_n,M,40-44,1997,2,4.5,
POP,Prop_1dp_%_n,M,40-44,1998,1,4.6,
POP,Prop_1dp_%_n,M,40-44,1998,2,4.7,
POP,Prop_1dp_%_n,M,40-44,1999,1,4.8,
POP,Prop_1dp_%_n,M,40-44,1999,2,4.8,
POP,Prop_1dp_%_n,M,40-44,2000,1,4.9,
POP,Prop_1dp_%_n,M,40-44,2000,2,5.0,
POP,Prop_1dp_%_n,M,40-44,2001,1,5.0,
POP,Prop_1dp_%_n,M,40-44,2001,2,5.0,
POP,Prop_1dp_%_n,M,40-44,2002,1,5.0,
POP,Prop_1dp_%_n,M,40-44,2002,2,5.0,
POP,Prop_1dp_%_n,M,40-44,2003,1,4.9,
POP,Prop_1dp_%_n,M,40-44,2003,2,4.9,
POP,Prop_1dp_%_n,M,40-44,2004,1,4.8,
POP,Prop_1dp_%_n,M,40-44,2004,2,4.8,
POP,Prop_1dp_%_n,M,40-44,2005,1,4.7,
POP,Prop_1dp_%_n,M,40-44,2005,2,4.5,
POP,Prop_1dp_%_n,M,40-44,2006,1,4.4,
POP,Prop_1dp_%_n,M,40-44,2006,2,4.3,
POP,Prop_1dp_%_n,M,40-44,2007,1,4.2,
POP,Prop_1dp_%_n,M,40-44,2007,2,4.1,
POP,Prop_1dp_%_n,M,40-44,2008,1,4.0,
