STAT_VAR,STAT_PRES,SEX,AGE,CCYY,H,OBS_VALUE,SD_VALUE
POP,Raw_K_1dp_per_n,M,0-4,1961,1,268.4,
POP,Raw_K_1dp_per_n,M,0-4,1962,1,271.9,
POP,Raw_K_1dp_per_n,M,0-4,1963,1,275.6,
POP,Raw_K_1dp_per_n,M,0-4,1964,1,275.3,
POP,Raw_K_1dp_per_n,M,0-4,1965,1,272.0,
POP,Raw_K_1dp_per_n,M,0-4,1966,1,263.9,
POP,Raw_K_1dp_per_n,M,0-4,1967,1,251.7,
POP,Raw_K_1dp_per_n,M,0-4,1968,1,239.2,
POP,Raw_K_1dp_per_n,M,0-4,1969,1,227.7,
POP,Raw_K_1dp_per_n,M,0-4,1970,1,217.0,
POP,Raw_K_1dp_per_n,M,0-4,1971,1,209.3,
POP,Raw_K_1dp_per_n,M,0-4,1972,1,205.1,
POP,Raw_K_1dp_per_n,M,0-4,1973,1,204.4,
POP,Raw_K_1dp_per_n,M,0-4,1974,1,205.5,
POP,Raw_K_1dp_per_n,M,0-4,1975,1,207.3,
POP,Raw_K_1dp_per_n,M,0-4,1976,1,205.1,
POP,Raw_K_1dp_per_n,M,0-4,1977,1,205.6,
POP,Raw_K_1dp_per_n,M,0-4,1978,1,205.2,
POP,Raw_K_1dp_per_n,M,0-4,1979,1,211.2,
POP,Raw_K_1dp_per_n,M,0-4,1980,1,211.2,
POP,Raw_K_1dp_per_n,M,0-4,1981,1,214.5,
POP,Raw_K_1dp_per_n,M,0-4,1982,1,218.2,
POP,Raw_K_1dp_per_n,M,0-4,1983,1,220.9,
POP,Raw_K_1dp_per_n,M,0-4,1984,1,220.5,
POP,Raw_K_1dp_per_n,M,0-4,1985,1,218.6,
POP,Raw_K_1dp_per_n,M,0-4,1986,1,215.9,
POP,Raw_K_1dp_per_n,M,0-4,1987,1,208.3,
POP,Raw_K_1dp_per_n,M,0-4,1988,1,201.3,
POP,Raw_K_1dp_per_n,M,0-4,1989,1,199.4,
POP,Raw_K_1dp_per_n,M,0-4,1990,1,194.9,
POP,Raw_K_1dp_per_n,M,0-4,1991,1,191.7,
POP,Raw_K_1dp_per_n,M,0-4,1992,1,191.5,
POP,Raw_K_1dp_per_n,M,0-4,1993,1,192.7,
POP,Raw_K_1dp_per_n,M,0-4,1994,1,193.8,
POP,Raw_K_1dp_per_n,M,0-4,1995,1,196.5,
POP,Raw_K_1dp_per_n,M,0-4,1996,1,197.2,
POP,Raw_K_1dp_per_n,M,0-4,1996,2,191.9,
POP,Raw_K_1dp_per_n,M,0-4,1997,1,189.3,
POP,Raw_K_1dp_per_n,M,0-4,1997,2,181.8,
POP,Raw_K_1dp_per_n,M,0-4,1998,1,177.2,
POP,Raw_K_1dp_per_n,M,0-4,1998,2,169.8,
POP,Raw_K_1dp_per_n,M,0-4,1999,1,168.2,
POP,Raw_K_1dp_per_n,M,0-4,1999,2,159.0,
POP,Raw_K_1dp_per_n,M,0-4,2000,1,153.4,
POP,Raw_K_1dp_per_n,M,0-4,2000,2,147.2,
POP,Raw_K_1dp_per_n,M,0-4,2001,1,142.0,
POP,Raw_K_1dp_per_n,M,0-4,2001,2,136.0,
POP,Raw_K_1dp_per_n,M,0-4,2002,1,130.3,
POP,Raw_K_1dp_per_n,M,0-4,2002,2,125.3,
POP,Raw_K_1dp_per_n,M,0-4,2003,1,122.8,
POP,Raw_K_1dp_per_n,M,0-4,2003,2,121.6,
POP,Raw_K_1dp_per_n,M,0-4,2004,1,118.3,
POP,Raw_K_1dp_per_n,M,0-4,2004,2,116.8,
POP,Raw_K_1dp_per_n,M,0-4,2005,1,114.4,
POP,Raw_K_1dp_per_n,M,0-4,2005,2,110.6,
POP,Raw_K_1dp_per_n,M,0-4,2006,1,110.4,
POP,Raw_K_1dp_per_n,M,0-4,2006,2,115.0,
POP,Raw_K_1dp_per_n,M,0-4,2007,1,111.3,
POP,Raw_K_1dp_per_n,M,0-4,2007,2,116.1,
POP,Raw_K_1dp_per_n,M,0-4,2008,1,114.0,
POP,Raw_K_1dp_per_n,M,0-4,2008,2,117.8,
POP,Raw_K_1dp_per_n,M,0-4,2009,1,117.7,
POP,Raw_K_1dp_per_n,M,0-4,2009,2,120.8,
POP,Raw_K_1dp_per_n,M,0-4,2010,1,124.2,
POP,Raw_K_1dp_per_n,M,0-4,2010,2,129.5,
POP,Raw_K_1dp_per_n,M,0-4,2011,1,129.5,
POP,Raw_K_1dp_per_n,M,0-4,2011,2,132.5,
POP,Raw_K_1dp_per_n,M,0-4,2012,1,136.3,
POP,Raw_K_1dp_per_n,M,0-4,2012,2,136.8,
POP,Raw_K_1dp_per_n,M,0-4,2013,1,134.2,
POP,Raw_K_1dp_per_n,M,0-4,2013,2,133.9,
POP,Raw_K_1dp_per_n,M,0-4,2014,1,137.4,
POP,Raw_K_1dp_per_n,M,0-4,2014,2,140.3,
POP,Raw_K_1dp_per_n,M,0-4,2015,1,146.2,
POP,Raw_K_1dp_per_n,M,0-4,2015,2,144.8,
POP,Raw_K_1dp_per_n,M,0-4,2016,1,144.8,
POP,Raw_K_1dp_per_n,M,0-4,2016,2,144.4,
POP,Raw_K_1dp_per_n,M,0-4,2017,1,141.2,
POP,Raw_K_1dp_per_n,M,0-4,2017,2,135.5,
POP,Raw_K_1dp_per_n,M,0-4,2018,1,138.2,
POP,Raw_K_1dp_per_n,M,0-4,2018,2,136.9,
POP,Raw_K_1dp_per_n,M,0-4,2019,1,134.9,
POP,Raw_K_1dp_per_n,M,0-4,2019,2,131.8,
POP,Raw_K_1dp_per_n,M,0-4,2020,1,127.0,
POP,Raw_K_1dp_per_n,M,0-4,2020,2,121.6,
POP,Raw_K_1dp_per_n,M,0-4,2021,1,117.5,
POP,Raw_K_1dp_per_n,M,0-4,2021,2,113.7,
POP,Raw_K_1dp_per_n,M,0-4,2022,1,109.4,
POP,Raw_K_1dp_per_n,M,0-4,2022,2,105.9,
POP,Raw_K_1dp_per_n,M,0-4,2023,1,104.1,
POP,Raw_K_1dp_per_n,M,0-4,2023,2,100.4,
POP,Raw_K_1dp_per_n,M,0-4,2024,1,98.2,102
POP,Prop_1dp_%_n,M,0-4,1961,1,8.5,
POP,Prop_1dp_%_n,M,0-4,1962,1,8.2,
POP,Prop_1dp_%_n,M,0-4,1963,1,8.1,
POP,Prop_1dp_%_n,M,0-4,1964,1,7.9,
POP,Prop_1dp_%_n,M,0-4,1965,1,7.6,
POP,Prop_1dp_%_n,M,0-4,1966,1,7.3,
POP,Prop_1dp_%_n,M,0-4,1967,1,6.8,
POP,Prop_1dp_%_n,M,0-4,1968,1,6.3,
POP,Prop_1dp_%_n,M,0-4,1969,1,5.9,
POP,Prop_1dp_%_n,M,0-4,1970,1,5.5,
POP,Prop_1dp_%_n,M,0-4,1971,1,5.2,
POP,Prop_1dp_%_n,M,0-4,1972,1,5.0,
POP,Prop_1dp_%_n,M,0-4,1973,1,4.8,
POP,Prop_1dp_%_n,M,0-4,1974,1,4.7,
POP,Prop_1dp_%_n,M,0-4,1975,1,4.6,
POP,Prop_1dp_%_n,M,0-4,1976,1,4.5,
POP,Prop_1dp_%_n,M,0-4,1977,1,4.5,
POP,Prop_1dp_%_n,M,0-4,1978,1,4.4,
POP,Prop_1dp_%_n,M,0-4,1979,1,4.3,
POP,Prop_1dp_%_n,M,0-4,1980,1,4.2,
POP,Prop_1dp_%_n,M,0-4,1981,1,4.1,
POP,Prop_1dp_%_n,M,0-4,1982,1,4.1,
POP,Prop_1dp_%_n,M,0-4,1983,1,4.1,
POP,Prop_1dp_%_n,M,0-4,1984,1,4.1,
POP,Prop_1dp_%_n,M,0-4,1985,1,4.0,
POP,Prop_1dp_%_n,M,0-4,1986,1,3.9,
POP,Prop_1dp_%_n,M,0-4,1987,1,3.7,
POP,Prop_1dp_%_n,M,0-4,1988,1,3.6,
POP,Prop_1dp_%_n,M,0-4,1989,1,3.5,
POP,Prop_1dp_%_n,M,0-4,1990,1,3.4,
POP,Prop_1dp_%_n,M,0-4,1991,1,3.3,
POP,Prop_1dp_%_n,M,0-4,1992,1,3.3,
POP,Prop_1dp_%_n,M,0-4,1993,1,3.3,
POP,Prop_1dp_%_n,M,0-4,1994,1,3.2,
POP,Prop_1dp_%_n,M,0-4,1995,1,3.2,
POP,Prop_1dp_%_n,M,0-4,1996,1,3.1,
POP,Prop_1dp_%_n,M,0-4,1996,2,3.0,
POP,Prop_1dp_%_n,M,0-4,1997,1,2.9,
POP,Prop_1dp_%_n,M,0-4,1997,2,2.8,
POP,Prop_1dp_%_n,M,0-4,1998,1,2.7,
POP,Prop_1dp_%_n,M,0-4,1998,2,2.6,
POP,Prop_1dp_%_n,M,0-4,1999,1,2.5,
POP,Prop_1dp_%_n,M,0-4,1999,2,2.4,
POP,Prop_1dp_%_n,M,0-4,2000,1,2.3,
POP,Prop_1dp_%_n,M,0-4,2000,2,2.2,
POP,Prop_1dp_%_n,M,0-4,2001,1,2.1,
POP,Prop_1dp_%_n,M,0-4,2001,2,2.0,
POP,Prop_1dp_%_n,M,0-4,2002,1,1.9,
POP,Prop_1dp_%_n,M,0-4,2002,2,1.9,
POP,Prop_1dp_%_n,M,0-4,2003,1,1.8,
POP,Prop_1dp_%_n,M,0-4,2003,2,1.8,
POP,Prop_1dp_%_n,M,0-4,2004,1,1.7,
POP,Prop_1dp_%_n,M,0-4,2004,2,1.7,
POP,Prop_1dp_%_n,M,0-4,2005,1,1.7,
POP,Prop_1dp_%_n,M,0-4,2005,2,1.6,
POP,Prop_1dp_%_n,M,0-4,2006,1,1.6,
POP,Prop_1dp_%_n,M,0-4,2006,2,1.7,
POP,Prop_1dp_%_n,M,0-4,2007,1,1.6,
POP,Prop_1dp_%_n,M,0-4,2007,2,1.7,
POP,Prop_1dp_%_n,M,0-4,2008,1,1.6,
POP,Prop_1dp_%_n,M,0-4,2008,2,1.7,
POP,Prop_1dp_%_n,M,0-4,2009,1,1.7,
POP,Prop_1dp_%_n,M,0-4,2009,2,1.7,
POP,Prop_1dp_%_n,M,0-4,2010,1,1.8,
POP,Prop_1dp_%_n,M,0-4,2010,2,1.8,
POP,Prop_1dp_%_n,M,0-4,2011,1,1.8,
POP,Prop_1dp_%_n,M,0-4,2011,2,1.9,
POP,Prop_1dp_%_n,M,0-4,2012,1,1.9,
POP,Prop_1dp_%_n,M,0-4,2012,2,1.9,
POP,Prop_1dp_%_n,M,0-4,2013,1,1.9,
POP,Prop_1dp_%_n,M,0-4,2013,2,1.9,
POP,Prop_1dp_%_n,M,0-4,2014,1,1.9,
POP,Prop_1dp_%_n,M,0-4,2014,2,1.9,
POP,Prop_1dp_%_n,M,0-4,2015,1,2.0,
POP,Prop_1dp_%_n,M,0-4,2015,2,2.0,
POP,Prop_1dp_%_n,M,0-4,2016,1,2.0,
POP,Prop_1dp_%_n,M,0-4,2016,2,2.0,
POP,Prop_1dp_%_n,M,0-4,2017,1,1.9,
POP,Prop_1dp_%_n,M,0-4,2017,2,1.8,
POP,Prop_1dp_%_n,M,0-4,2018,1,1.9,
POP,Prop_1dp_%_n,M,0-4,2018,2,1.8,
POP,Prop_1dp_%_n,M,0-4,2019,1,1.8,
POP,Prop_1dp_%_n,M,0-4,2019,2,1.8,
POP,Prop_1dp_%_n,M,0-4,2020,1,1.7,
POP,Prop_1dp_%_n,M,0-4,2020,2,1.6,
POP,Prop_1dp_%_n,M,0-4,2021,1,1.6,
POP,Prop_1dp_%_n,M,0-4,2021,2,1.5,
POP,Prop_1dp_%_n,M,0-4,2022,1,1.5,
POP,Prop_1dp_%_n,M,0-4,2022,2,1.4,
POP,Prop_1dp_%_n,M,0-4,2023,1,1.4,
POP,Prop_1dp_%_n,M,0-4,2023,2,1.3,
POP,Prop_1dp_%_n,M,0-4,2024,1,1.3,102
POP,Raw_K_1dp_per_n,M,5-9,1961,1,221.6,
POP,Raw_K_1dp_per_n,M,5-9,1962,1,243.9,
POP,Raw_K_1dp_per_n,M,5-9,1963,1,245.1,
POP,Raw_K_1dp_per_n,M,5-9,1964,1,255.4,
POP,Raw_K_1dp_per_n,M,5-9,1965,1,264.3,
POP,Raw_K_1dp_per_n,M,5-9,1966,1,271.2,
POP,Raw_K_1dp_per_n,M,5-9,1967,1,275.6,
POP,Raw_K_1dp_per_n,M,5-9,1968,1,277.4,
POP,Raw_K_1dp_per_n,M,5-9,1969,1,275.9,
POP,Raw_K_1dp_per_n,M,5-9,1970,1,271.0,
POP,Raw_K_1dp_per_n,M,5-9,1971,1,262.7,
POP,Raw_K_1dp_per_n,M,5-9,1972,1,254.2,
POP,Raw_K_1dp_per_n,M,5-9,1973,1,246.3,
POP,Raw_K_1dp_per_n,M,5-9,1974,1,237.3,
POP,Raw_K_1dp_per_n,M,5-9,1975,1,226.5,
POP,Raw_K_1dp_per_n,M,5-9,1976,1,216.5,
POP,Raw_K_1dp_per_n,M,5-9,1977,1,209.9,
POP,Raw_K_1dp_per_n,M,5-9,1978,1,208.2,
POP,Raw_K_1dp_per_n,M,5-9,1979,1,217.2,
POP,Raw_K_1dp_per_n,M,5-9,1980,1,218.0,
POP,Raw_K_1dp_per_n,M,5-9,1981,1,215.3,
POP,Raw_K_1dp_per_n,M,5-9,1982,1,218.2,
POP,Raw_K_1dp_per_n,M,5-9,1983,1,218.5,
POP,Raw_K_1dp_per_n,M,5-9,1984,1,217.9,
POP,Raw_K_1dp_per_n,M,5-9,1985,1,217.0,
POP,Raw_K_1dp_per_n,M,5-9,1986,1,217.4,
POP,Raw_K_1dp_per_n,M,5-9,1987,1,220.7,
POP,Raw_K_1dp_per_n,M,5-9,1988,1,223.7,
POP,Raw_K_1dp_per_n,M,5-9,1989,1,225.4,
POP,Raw_K_1dp_per_n,M,5-9,1990,1,221.3,
POP,Raw_K_1dp_per_n,M,5-9,1991,1,213.0,
POP,Raw_K_1dp_per_n,M,5-9,1992,1,206.2,
POP,Raw_K_1dp_per_n,M,5-9,1993,1,200.6,
POP,Raw_K_1dp_per_n,M,5-9,1994,1,199.4,
POP,Raw_K_1dp_per_n,M,5-9,1995,1,198.1,
POP,Raw_K_1dp_per_n,M,5-9,1996,1,200.4,
POP,Raw_K_1dp_per_n,M,5-9,1996,2,201.9,
POP,Raw_K_1dp_per_n,M,5-9,1997,1,202.7,
POP,Raw_K_1dp_per_n,M,5-9,1997,2,205.2,
POP,Raw_K_1dp_per_n,M,5-9,1998,1,207.0,
POP,Raw_K_1dp_per_n,M,5-9,1998,2,207.8,
POP,Raw_K_1dp_per_n,M,5-9,1999,1,209.0,
POP,Raw_K_1dp_per_n,M,5-9,1999,2,208.8,
POP,Raw_K_1dp_per_n,M,5-9,2000,1,208.8,
POP,Raw_K_1dp_per_n,M,5-9,2000,2,207.7,
POP,Raw_K_1dp_per_n,M,5-9,2001,1,205.2,
POP,Raw_K_1dp_per_n,M,5-9,2001,2,202.6,
POP,Raw_K_1dp_per_n,M,5-9,2002,1,200.8,
POP,Raw_K_1dp_per_n,M,5-9,2002,2,194.4,
POP,Raw_K_1dp_per_n,M,5-9,2003,1,191.6,
POP,Raw_K_1dp_per_n,M,5-9,2003,2,187.9,
POP,Raw_K_1dp_per_n,M,5-9,2004,1,182.8,
POP,Raw_K_1dp_per_n,M,5-9,2004,2,175.4,
POP,Raw_K_1dp_per_n,M,5-9,2005,1,171.3,
POP,Raw_K_1dp_per_n,M,5-9,2005,2,166.4,
POP,Raw_K_1dp_per_n,M,5-9,2006,1,162.3,
POP,Raw_K_1dp_per_n,M,5-9,2006,2,155.0,
POP,Raw_K_1dp_per_n,M,5-9,2007,1,152.6,
POP,Raw_K_1dp_per_n,M,5-9,2007,2,144.4,
POP,Raw_K_1dp_per_n,M,5-9,2008,1,146.0,
POP,Raw_K_1dp_per_n,M,5-9,2008,2,138.3,
POP,Raw_K_1dp_per_n,M,5-9,2009,1,136.3,
POP,Raw_K_1dp_per_n,M,5-9,2009,2,133.2,
POP,Raw_K_1dp_per_n,M,5-9,2010,1,131.1,
POP,Raw_K_1dp_per_n,M,5-9,2010,2,126.4,
POP,Raw_K_1dp_per_n,M,5-9,2011,1,125.8,
POP,Raw_K_1dp_per_n,M,5-9,2011,2,128.4,
POP,Raw_K_1dp_per_n,M,5-9,2012,1,125.8,
POP,Raw_K_1dp_per_n,M,5-9,2012,2,130.3,
POP,Raw_K_1dp_per_n,M,5-9,2013,1,127.9,
POP,Raw_K_1dp_per_n,M,5-9,2013,2,133.9,
POP,Raw_K_1dp_per_n,M,5-9,2014,1,136.0,
POP,Raw_K_1dp_per_n,M,5-9,2014,2,139.3,
POP,Raw_K_1dp_per_n,M,5-9,2015,1,145.0,
POP,Raw_K_1dp_per_n,M,5-9,2015,2,149.9,
POP,Raw_K_1dp_per_n,M,5-9,2016,1,151.2,
POP,Raw_K_1dp_per_n,M,5-9,2016,2,154.2,
POP,Raw_K_1dp_per_n,M,5-9,2017,1,157.1,
POP,Raw_K_1dp_per_n,M,5-9,2017,2,159.0,
POP,Raw_K_1dp_per_n,M,5-9,2018,1,158.7,
POP,Raw_K_1dp_per_n,M,5-9,2018,2,156.3,
POP,Raw_K_1dp_per_n,M,5-9,2019,1,160.0,
POP,Raw_K_1dp_per_n,M,5-9,2019,2,158.8,
POP,Raw_K_1dp_per_n,M,5-9,2020,1,156.4,
POP,Raw_K_1dp_per_n,M,5-9,2020,2,151.1,
POP,Raw_K_1dp_per_n,M,5-9,2021,1,148.8,
POP,Raw_K_1dp_per_n,M,5-9,2021,2,145.1,
POP,Raw_K_1dp_per_n,M,5-9,2022,1,139.1,
POP,Raw_K_1dp_per_n,M,5-9,2022,2,135.6,
POP,Raw_K_1dp_per_n,M,5-9,2023,1,138.2,
POP,Raw_K_1dp_per_n,M,5-9,2023,2,136.9,
POP,Raw_K_1dp_per_n,M,5-9,2024,1,135.3,102
POP,Prop_1dp_%_n,M,5-9,1961,1,7.0,
POP,Prop_1dp_%_n,M,5-9,1962,1,7.4,
POP,Prop_1dp_%_n,M,5-9,1963,1,7.2,
POP,Prop_1dp_%_n,M,5-9,1964,1,7.3,
POP,Prop_1dp_%_n,M,5-9,1965,1,7.3,
POP,Prop_1dp_%_n,M,5-9,1966,1,7.5,
POP,Prop_1dp_%_n,M,5-9,1967,1,7.4,
POP,Prop_1dp_%_n,M,5-9,1968,1,7.3,
POP,Prop_1dp_%_n,M,5-9,1969,1,7.1,
POP,Prop_1dp_%_n,M,5-9,1970,1,6.8,
POP,Prop_1dp_%_n,M,5-9,1971,1,6.5,
POP,Prop_1dp_%_n,M,5-9,1972,1,6.2,
POP,Prop_1dp_%_n,M,5-9,1973,1,5.8,
POP,Prop_1dp_%_n,M,5-9,1974,1,5.4,
POP,Prop_1dp_%_n,M,5-9,1975,1,5.1,
POP,Prop_1dp_%_n,M,5-9,1976,1,4.8,
POP,Prop_1dp_%_n,M,5-9,1977,1,4.6,
POP,Prop_1dp_%_n,M,5-9,1978,1,4.5,
POP,Prop_1dp_%_n,M,5-9,1979,1,4.4,
POP,Prop_1dp_%_n,M,5-9,1980,1,4.3,
POP,Prop_1dp_%_n,M,5-9,1981,1,4.2,
POP,Prop_1dp_%_n,M,5-9,1982,1,4.1,
POP,Prop_1dp_%_n,M,5-9,1983,1,4.1,
POP,Prop_1dp_%_n,M,5-9,1984,1,4.0,
POP,Prop_1dp_%_n,M,5-9,1985,1,4.0,
POP,Prop_1dp_%_n,M,5-9,1986,1,3.9,
POP,Prop_1dp_%_n,M,5-9,1987,1,4.0,
POP,Prop_1dp_%_n,M,5-9,1988,1,4.0,
POP,Prop_1dp_%_n,M,5-9,1989,1,4.0,
POP,Prop_1dp_%_n,M,5-9,1990,1,3.9,
POP,Prop_1dp_%_n,M,5-9,1991,1,3.7,
POP,Prop_1dp_%_n,M,5-9,1992,1,3.6,
POP,Prop_1dp_%_n,M,5-9,1993,1,3.4,
POP,Prop_1dp_%_n,M,5-9,1994,1,3.3,
POP,Prop_1dp_%_n,M,5-9,1995,1,3.2,
POP,Prop_1dp_%_n,M,5-9,1996,1,3.1,
POP,Prop_1dp_%_n,M,5-9,1996,2,3.1,
POP,Prop_1dp_%_n,M,5-9,1997,1,3.1,
POP,Prop_1dp_%_n,M,5-9,1997,2,3.1,
POP,Prop_1dp_%_n,M,5-9,1998,1,3.2,
POP,Prop_1dp_%_n,M,5-9,1998,2,3.2,
POP,Prop_1dp_%_n,M,5-9,1999,1,3.2,
POP,Prop_1dp_%_n,M,5-9,1999,2,3.1,
POP,Prop_1dp_%_n,M,5-9,2000,1,3.1,
POP,Prop_1dp_%_n,M,5-9,2000,2,3.1,
POP,Prop_1dp_%_n,M,5-9,2001,1,3.1,
POP,Prop_1dp_%_n,M,5-9,2001,2,3.0,
POP,Prop_1dp_%_n,M,5-9,2002,1,3.0,
POP,Prop_1dp_%_n,M,5-9,2002,2,2.9,
POP,Prop_1dp_%_n,M,5-9,2003,1,2.8,
POP,Prop_1dp_%_n,M,5-9,2003,2,2.8,
POP,Prop_1dp_%_n,M,5-9,2004,1,2.7,
POP,Prop_1dp_%_n,M,5-9,2004,2,2.6,
POP,Prop_1dp_%_n,M,5-9,2005,1,2.5,
POP,Prop_1dp_%_n,M,5-9,2005,2,2.4,
POP,Prop_1dp_%_n,M,5-9,2006,1,2.4,
POP,Prop_1dp_%_n,M,5-9,2006,2,2.2,
POP,Prop_1dp_%_n,M,5-9,2007,1,2.2,
POP,Prop_1dp_%_n,M,5-9,2007,2,2.1,
POP,Prop_1dp_%_n,M,5-9,2008,1,2.1,
POP,Prop_1dp_%_n,M,5-9,2008,2,2.0,
POP,Prop_1dp_%_n,M,5-9,2009,1,2.0,
POP,Prop_1dp_%_n,M,5-9,2009,2,1.9,
POP,Prop_1dp_%_n,M,5-9,2010,1,1.9,
POP,Prop_1dp_%_n,M,5-9,2010,2,1.8,
POP,Prop_1dp_%_n,M,5-9,2011,1,1.8,
POP,Prop_1dp_%_n,M,5-9,2011,2,1.8,
POP,Prop_1dp_%_n,M,5-9,2012,1,1.8,
POP,Prop_1dp_%_n,M,5-9,2012,2,1.8,
POP,Prop_1dp_%_n,M,5-9,2013,1,1.8,
POP,Prop_1dp_%_n,M,5-9,2013,2,1.9,
POP,Prop_1dp_%_n,M,5-9,2014,1,1.9,
POP,Prop_1dp_%_n,M,5-9,2014,2,1.9,
POP,Prop_1dp_%_n,M,5-9,2015,1,2.0,
POP,Prop_1dp_%_n,M,5-9,2015,2,2.1,
POP,Prop_1dp_%_n,M,5-9,2016,1,2.1,
POP,Prop_1dp_%_n,M,5-9,2016,2,2.1,
POP,Prop_1dp_%_n,M,5-9,2017,1,2.1,
POP,Prop_1dp_%_n,M,5-9,2017,2,2.1,
POP,Prop_1dp_%_n,M,5-9,2018,1,2.1,
POP,Prop_1dp_%_n,M,5-9,2018,2,2.1,
POP,Prop_1dp_%_n,M,5-9,2019,1,2.1,
POP,Prop_1dp_%_n,M,5-9,2019,2,2.1,
POP,Prop_1dp_%_n,M,5-9,2020,1,2.1,
POP,Prop_1dp_%_n,M,5-9,2020,2,2.0,
POP,Prop_1dp_%_n,M,5-9,2021,1,2.0,
POP,Prop_1dp_%_n,M,5-9,2021,2,2.0,
POP,Prop_1dp_%_n,M,5-9,2022,1,1.9,
POP,Prop_1dp_%_n,M,5-9,2022,2,1.8,
POP,Prop_1dp_%_n,M,5-9,2023,1,1.8,
POP,Prop_1dp_%_n,M,5-9,2023,2,1.8,
POP,Prop_1dp_%_n,M,5-9,2024,1,1.8,102
POP,Raw_K_1dp_per_n,M,10-14,1961,1,161.1,
POP,Raw_K_1dp_per_n,M,10-14,1962,1,178.0,
POP,Raw_K_1dp_per_n,M,10-14,1963,1,191.6,
POP,Raw_K_1dp_per_n,M,10-14,1964,1,202.8,
POP,Raw_K_1dp_per_n,M,10-14,1965,1,213.2,
POP,Raw_K_1dp_per_n,M,10-14,1966,1,223.7,
POP,Raw_K_1dp_per_n,M,10-14,1967,1,234.6,
POP,Raw_K_1dp_per_n,M,10-14,1968,1,245.4,
POP,Raw_K_1dp_per_n,M,10-14,1969,1,255.6,
POP,Raw_K_1dp_per_n,M,10-14,1970,1,264.5,
POP,Raw_K_1dp_per_n,M,10-14,1971,1,271.8,
POP,Raw_K_1dp_per_n,M,10-14,1972,1,277.2,
POP,Raw_K_1dp_per_n,M,10-14,1973,1,282.4,
POP,Raw_K_1dp_per_n,M,10-14,1974,1,286.8,
POP,Raw_K_1dp_per_n,M,10-14,1975,1,285.9,
POP,Raw_K_1dp_per_n,M,10-14,1976,1,279.2,
POP,Raw_K_1dp_per_n,M,10-14,1977,1,267.4,
POP,Raw_K_1dp_per_n,M,10-14,1978,1,254.7,
POP,Raw_K_1dp_per_n,M,10-14,1979,1,248.7,
POP,Raw_K_1dp_per_n,M,10-14,1980,1,238.1,
POP,Raw_K_1dp_per_n,M,10-14,1981,1,229.7,
POP,Raw_K_1dp_per_n,M,10-14,1982,1,227.3,
POP,Raw_K_1dp_per_n,M,10-14,1983,1,227.6,
POP,Raw_K_1dp_per_n,M,10-14,1984,1,228.0,
POP,Raw_K_1dp_per_n,M,10-14,1985,1,228.8,
POP,Raw_K_1dp_per_n,M,10-14,1986,1,229.2,
POP,Raw_K_1dp_per_n,M,10-14,1987,1,226.2,
POP,Raw_K_1dp_per_n,M,10-14,1988,1,222.4,
POP,Raw_K_1dp_per_n,M,10-14,1989,1,219.5,
POP,Raw_K_1dp_per_n,M,10-14,1990,1,221.1,
POP,Raw_K_1dp_per_n,M,10-14,1991,1,218.4,
POP,Raw_K_1dp_per_n,M,10-14,1992,1,217.9,
POP,Raw_K_1dp_per_n,M,10-14,1993,1,218.4,
POP,Raw_K_1dp_per_n,M,10-14,1994,1,221.1,
POP,Raw_K_1dp_per_n,M,10-14,1995,1,222.5,
POP,Raw_K_1dp_per_n,M,10-14,1996,1,226.0,
POP,Raw_K_1dp_per_n,M,10-14,1996,2,221.0,
POP,Raw_K_1dp_per_n,M,10-14,1997,1,218.4,
POP,Raw_K_1dp_per_n,M,10-14,1997,2,215.8,
POP,Raw_K_1dp_per_n,M,10-14,1998,1,217.0,
POP,Raw_K_1dp_per_n,M,10-14,1998,2,221.1,
POP,Raw_K_1dp_per_n,M,10-14,1999,1,220.9,
POP,Raw_K_1dp_per_n,M,10-14,1999,2,221.3,
POP,Raw_K_1dp_per_n,M,10-14,2000,1,221.9,
POP,Raw_K_1dp_per_n,M,10-14,2000,2,222.1,
POP,Raw_K_1dp_per_n,M,10-14,2001,1,220.9,
POP,Raw_K_1dp_per_n,M,10-14,2001,2,220.9,
POP,Raw_K_1dp_per_n,M,10-14,2002,1,222.6,
POP,Raw_K_1dp_per_n,M,10-14,2002,2,221.9,
POP,Raw_K_1dp_per_n,M,10-14,2003,1,221.1,
POP,Raw_K_1dp_per_n,M,10-14,2003,2,217.9,
POP,Raw_K_1dp_per_n,M,10-14,2004,1,217.0,
POP,Raw_K_1dp_per_n,M,10-14,2004,2,215.0,
POP,Raw_K_1dp_per_n,M,10-14,2005,1,213.1,
POP,Raw_K_1dp_per_n,M,10-14,2005,2,211.4,
POP,Raw_K_1dp_per_n,M,10-14,2006,1,211.3,
POP,Raw_K_1dp_per_n,M,10-14,2006,2,211.9,
POP,Raw_K_1dp_per_n,M,10-14,2007,1,209.9,
POP,Raw_K_1dp_per_n,M,10-14,2007,2,206.9,
POP,Raw_K_1dp_per_n,M,10-14,2008,1,203.4,
POP,Raw_K_1dp_per_n,M,10-14,2008,2,198.6,
POP,Raw_K_1dp_per_n,M,10-14,2009,1,192.3,
POP,Raw_K_1dp_per_n,M,10-14,2009,2,186.1,
POP,Raw_K_1dp_per_n,M,10-14,2010,1,181.5,
POP,Raw_K_1dp_per_n,M,10-14,2010,2,174.7,
