Date,Vehicle Class,Fuel Type,Classified,Date
2022-04-01,LGV,Diesel,11340,2022-04-01
2022-04-01,LGV,Electric,122,2022-04-01
2022-04-01,LGV,Petrol,4,2022-04-01
2022-04-01,MGV,Diesel,3552,2022-04-01
2022-04-01,MGV,Electric,2,2022-04-01
2022-04-01,Motorcycle,Electric,115,2022-04-01
2022-04-01,Motorcycle,Petrol,22150,2022-04-01
2022-04-01,Private Bus,Diesel,142,2022-04-01
2022-04-01,Private Car,Diesel,2,2022-04-01
2022-04-01,Private Car,Electric,18632,2022-04-01
2022-04-01,Private Car,Petrol,73034,2022-04-01
2022-04-01,Private Light Bus,Diesel,161,2022-04-01
2022-04-01,Private Light Bus,Electric,1,2022-04-01
2022-04-01,Private Light Bus,LPG,134,2022-04-01
2022-04-01,Public Bus,Diesel,1204,2022-04-01
2022-04-01,Public Bus,Electric,3,2022-04-01
2022-04-01,Public Light Bus,Diesel,29,2022-04-01
2022-04-01,Public Light Bus,LPG,380,2022-04-01
2022-04-01,Taxi,LPG,2331,2022-04-01
2022-04-01,Taxi,Petrol,1,2022-04-01
2022-05-01,HGV,Diesel,952,2022-05-01
2022-05-01,LGV,Diesel,11849,2022-05-01
2022-05-01,LGV,Electric,129,2022-05-01
2022-05-01,LGV,Petrol,4,2022-05-01
2022-05-01,MGV,Diesel,3658,2022-05-01
2022-05-01,MGV,Electric,2,2022-05-01
2022-05-01,Motorcycle,Electric,117,2022-05-01
2022-05-01,Motorcycle,Petrol,22781,2022-05-01
2022-05-01,Private Bus,Diesel,144,2022-05-01
2022-05-01,Private Car,Diesel,2,2022-05-01
2022-05-01,Private Car,Electric,18989,2022-05-01
2022-05-01,Private Car,Petrol,74827,2022-05-01
2022-05-01,Private Light Bus,Diesel,167,2022-05-01
2022-05-01,Private Light Bus,Electric,1,2022-05-01
2022-05-01,Private Light Bus,LPG,135,2022-05-01
2022-05-01,Public Bus,Diesel,1271,2022-05-01
2022-05-01,Public Bus,Electric,17,2022-05-01
2022-05-01,Public Light Bus,Diesel,30,2022-05-01
2022-05-01,Public Light Bus,LPG,384,2022-05-01
2022-05-01,Taxi,LPG,2456,2022-05-01
2022-05-01,Taxi,Petrol,1,2022-05-01
2022-06-01,HGV,Diesel,988,2022-06-01
2022-06-01,LGV,Diesel,12286,2022-06-01
2022-06-01,LGV,Electric,130,2022-06-01
2022-06-01,LGV,Petrol,4,2022-06-01
2022-06-01,MGV,Diesel,3829,2022-06-01
2022-06-01,MGV,Electric,2,2022-06-01
2022-06-01,Motorcycle,Electric,118,2022-06-01
2022-06-01,Motorcycle,Petrol,23457,2022-06-01
2022-06-01,Private Bus,Diesel,146,2022-06-01
2022-06-01,Private Car,Diesel,2,2022-06-01
2022-06-01,Private Car,Electric,20317,2022-06-01
2022-06-01,Private Car,Petrol,76509,2022-06-01
2022-06-01,Private Light Bus,Diesel,174,2022-06-01
2022-06-01,Private Light Bus,Electric,1,2022-06-01
2022-06-01,Private Light Bus,LPG,135,2022-06-01
2022-06-01,Public Bus,Diesel,1324,2022-06-01
2022-06-01,Public Bus,Electric,18,2022-06-01
2022-06-01,Public Light Bus,Diesel,31,2022-06-01
2022-06-01,Public Light Bus,LPG,399,2022-06-01
2022-06-01,Taxi,LPG,2624,2022-06-01
2022-06-01,Taxi,Petrol,3,2022-06-01
2022-07-01,HGV,Diesel,1033,2022-07-01
2022-07-01,LGV,Diesel,12611,2022-07-01
2022-07-01,LGV,Electric,133,2022-07-01
2022-07-01,LGV,Petrol,4,2022-07-01
2022-07-01,MGV,Diesel,3993,2022-07-01
2022-07-01,MGV,Electric,2,2022-07-01
2022-07-01,Motorcycle,Electric,128,2022-07-01
2022-07-01,Motorcycle,Petrol,24156,2022-07-01
2022-07-01,Private Bus,Diesel,155,2022-07-01
2022-07-01,Private Car,Diesel,2,2022-07-01
2022-07-01,Private Car,Electric,21309,2022-07-01
2022-07-01,Private Car,Petrol,78071,2022-07-01
2022-07-01,Private Light Bus,Diesel,176,2022-07-01
2022-07-01,Private Light Bus,Electric,1,2022-07-01
2022-07-01,Private Light Bus,LPG,135,2022-07-01
2022-07-01,Public Bus,Diesel,1382,2022-07-01
2022-07-01,Public Bus,Electric,21,2022-07-01
2022-07-01,Public Light Bus,Diesel,31,2022-07-01
2022-07-01,Public Light Bus,LPG,409,2022-07-01
2022-07-01,Taxi,Electric,1,2022-07-01
2022-07-01,Taxi,LPG,2718,2022-07-01
2022-07-01,Taxi,Petrol,3,2022-07-01
2022-08-01,HGV,Diesel,1096,2022-08-01
2022-08-01,LGV,Diesel,13098,2022-08-01
2022-08-01,LGV,Electric,142,2022-08-01
2022-08-01,LGV,Petrol,4,2022-08-01
2022-08-01,MGV,Diesel,4137,2022-08-01
2022-08-01,MGV,Electric,2,2022-08-01
2022-08-01,Motorcycle,Electric,144,2022-08-01
2022-08-01,Motorcycle,Petrol,24715,2022-08-01
2022-08-01,Private Bus,Diesel,156,2022-08-01
2022-08-01,Private Car,Diesel,2,2022-08-01
2022-08-01,Private Car,Electric,23577,2022-08-01
2022-08-01,Private Car,Petrol,79704,2022-08-01
2022-08-01,Private Light Bus,Diesel,192,2022-08-01
2022-08-01,Private Light Bus,Electric,1,2022-08-01
2022-08-01,Private Light Bus,LPG,135,2022-08-01
2022-08-01,Public Bus,Diesel,1470,2022-08-01
2022-08-01,Public Bus,Electric,21,2022-08-01
2022-08-01,Public Light Bus,Diesel,32,2022-08-01
2022-08-01,Public Light Bus,LPG,424,2022-08-01
2022-08-01,Taxi,Electric,1,2022-08-01
2022-08-01,Taxi,LPG,2836,2022-08-01
2022-08-01,Taxi,Petrol,3,2022-08-01
2022-09-01,HGV,Diesel,1133,2022-09-01
2022-09-01,LGV,Diesel,13523,2022-09-01
2022-09-01,LGV,Electric,143,2022-09-01
2022-09-01,LGV,Petrol,4,2022-09-01
2022-09-01,MGV,Diesel,4288,2022-09-01
2022-09-01,MGV,Electric,2,2022-09-01
2022-09-01,Motorcycle,Electric,151,2022-09-01
2022-09-01,Motorcycle,Petrol,25345,2022-09-01
2022-09-01,Private Bus,Diesel,159,2022-09-01
2022-09-01,Private Car,Diesel,2,2022-09-01
2022-09-01,Private Car,Electric,26356,2022-09-01
2022-09-01,Private Car,Petrol,81372,2022-09-01
2022-09-01,Private Light Bus,Diesel,197,2022-09-01
2022-09-01,Private Light Bus,Electric,1,2022-09-01
2022-09-01,Private Light Bus,LPG,135,2022-09-01
2022-09-01,Public Bus,Diesel,1518,2022-09-01
2022-09-01,Public Bus,Electric,21,2022-09-01
2022-09-01,Public Light Bus,Diesel,33,2022-09-01
2022-09-01,Public Light Bus,LPG,444,2022-09-01
2022-09-01,Taxi,Electric,1,2022-09-01
2022-09-01,Taxi,LPG,2913,2022-09-01
2022-09-01,Taxi,Petrol,6,2022-09-01
2022-10-01,HGV,Diesel,1166,2022-10-01
2022-10-01,LGV,Diesel,13957,2022-10-01
2022-10-01,LGV,Electric,146,2022-10-01
2022-10-01,LGV,Petrol,4,2022-10-01
2022-10-01,MGV,Diesel,4400,2022-10-01
2022-10-01,MGV,Electric,2,2022-10-01
2022-10-01,Motorcycle,Electric,170,2022-10-01
2022-10-01,Motorcycle,Petrol,25941,2022-10-01
2022-10-01,Private Bus,Diesel,165,2022-10-01
2022-10-01,Private Car,Diesel,2,2022-10-01
2022-10-01,Private Car,Electric,29311,2022-10-01
2022-10-01,Private Car,Petrol,82820,2022-10-01
2022-10-01,Private Light Bus,Diesel,200,2022-10-01
2022-10-01,Private Light Bus,Electric,1,2022-10-01
2022-10-01,Private Light Bus,LPG,135,2022-10-01
2022-10-01,Public Bus,Diesel,1562,2022-10-01
2022-10-01,Public Bus,Electric,21,2022-10-01
2022-10-01,Public Light Bus,Diesel,34,2022-10-01
2022-10-01,Public Light Bus,LPG,462,2022-10-01
2022-10-01,Taxi,Electric,1,2022-10-01
2022-10-01,Taxi,LPG,2998,2022-10-01
2022-10-01,Taxi,Petrol,6,2022-10-01
2022-11-01,HGV,Diesel,1206,2022-11-01
2022-11-01,LGV,Diesel,14427,2022-11-01
2022-11-01,LGV,Electric,152,2022-11-01
2022-11-01,LGV,Petrol,4,2022-11-01
2022-11-01,MGV,Diesel,4508,2022-11-01
2022-11-01,MGV,Electric,2,2022-11-01
2022-11-01,Motorcycle,Electric,185,2022-11-01
2022-11-01,Motorcycle,Petrol,26633,2022-11-01
2022-11-01,Private Bus,Diesel,170,2022-11-01
2022-11-01,Private Car,Diesel,2,2022-11-01
2022-11-01,Private Car,Electric,32134,2022-11-01
2022-11-01,Private Car,Petrol,84219,2022-11-01
2022-11-01,Private Light Bus,Diesel,208,2022-11-01
2022-11-01,Private Light Bus,Electric,1,2022-11-01
2022-11-01,Private Light Bus,LPG,135,2022-11-01
2022-11-01,Public Bus,Diesel,1603,2022-11-01
2022-11-01,Public Bus,Electric,21,2022-11-01
2022-11-01,Public Light Bus,Diesel,40,2022-11-01
2022-11-01,Public Light Bus,LPG,469,2022-11-01
2022-11-01,Taxi,Electric,1,2022-11-01
2022-11-01,Taxi,LPG,3080,2022-11-01
2022-11-01,Taxi,Petrol,9,2022-11-01
2022-12-01,HGV,Diesel,1241,2022-12-01
2022-12-01,LGV,Diesel,14774,2022-12-01
2022-12-01,LGV,Electric,176,2022-12-01
2022-12-01,LGV,Petrol,4,2022-12-01
2022-12-01,MGV,Diesel,4623,2022-12-01
2022-12-01,MGV,Electric,2,2022-12-01
2022-12-01,Motorcycle,Electric,267,2022-12-01
2022-12-01,Motorcycle,Petrol,27116,2022-12-01
2022-12-01,Private Bus,Diesel,178,2022-12-01
2022-12-01,Private Car,Diesel,2,2022-12-01
2022-12-01,Private Car,Electric,34786,2022-12-01
2022-12-01,Private Car,Petrol,85427,2022-12-01
2022-12-01,Private Light Bus,Diesel,213,2022-12-01
2022-12-01,Private Light Bus,Electric,1,2022-12-01
2022-12-01,Private Light Bus,LPG,135,2022-12-01
2022-12-01,Public Bus,Diesel,1655,2022-12-01
2022-12-01,Public Bus,Electric,21,2022-12-01
2022-12-01,Public Light Bus,Diesel,43,2022-12-01
2022-12-01,Public Light Bus,LPG,472,2022-12-01
2022-12-01,Taxi,Electric,1,2022-12-01
2022-12-01,Taxi,LPG,3142,2022-12-01
2022-12-01,Taxi,Petrol,10,2022-12-01
2023-01-01,HGV,Diesel,1275,2023-01-01
2023-01-01,LGV,Diesel,14995,2023-01-01
2023-01-01,LGV,Electric,200,2023-01-01
2023-01-01,LGV,Petrol,4,2023-01-01
2023-01-01,MGV,Diesel,4714,2023-01-01
2023-01-01,MGV,Electric,2,2023-01-01
2023-01-01,Motorcycle,Electric,275,2023-01-01
2023-01-01,Motorcycle,Petrol,27460,2023-01-01
2023-01-01,Private Bus,Diesel,196,2023-01-01
2023-01-01,Private Car,Diesel,2,2023-01-01
2023-01-01,Private Car,Electric,36307,2023-01-01
2023-01-01,Private Car,Petrol,86436,2023-01-01
2023-01-01,Private Light Bus,Diesel,218,2023-01-01
2023-01-01,Private Light Bus,Electric,1,2023-01-01
2023-01-01,Private Light Bus,LPG,135,2023-01-01
2023-01-01,Public Bus,Diesel,1698,2023-01-01
2023-01-01,Public Bus,Electric,21,2023-01-01
2023-01-01,Public Light Bus,Diesel,48,2023-01-01
2023-01-01,Public Light Bus,LPG,473,2023-01-01
2023-01-01,Taxi,Electric,3,2023-01-01
2023-01-01,Taxi,LPG,3170,2023-01-01
2023-01-01,Taxi,Petrol,12,2023-01-01
2023-02-01,HGV,Diesel,1322,2023-02-01
2023-02-01,LGV,Diesel,15259,2023-02-01
2023-02-01,LGV,Electric,231,2023-02-01
2023-02-01,LGV,Petrol,4,2023-02-01
2023-02-01,MGV,Diesel,4787,2023-02-01
2023-02-01,MGV,Electric,2,2023-02-01
2023-02-01,Motorcycle,Electric,286,2023-02-01
2023-02-01,Motorcycle,Petrol,27884,2023-02-01
2023-02-01,Private Bus,Diesel,216,2023-02-01
2023-02-01,Private Car,Diesel,2,2023-02-01
2023-02-01,Private Car,Electric,38920,2023-02-01
2023-02-01,Private Car,Petrol,87714,2023-02-01
2023-02-01,Private Light Bus,Diesel,226,2023-02-01
2023-02-01,Private Light Bus,Electric,1,2023-02-01
2023-02-01,Private Light Bus,LPG,135,2023-02-01
2023-02-01,Public Bus,Diesel,1767,2023-02-01
2023-02-01,Public Bus,Electric,22,2023-02-01
2023-02-01,Public Light Bus,Diesel,54,2023-02-01
2023-02-01,Public Light Bus,LPG,476,2023-02-01
2023-02-01,Taxi,Electric,4,2023-02-01
2023-02-01,Taxi,LPG,3206,2023-02-01
2023-02-01,Taxi,Petrol,12,2023-02-01
2023-03-01,HGV,Diesel,1377,2023-03-01
2023-03-01,LGV,Diesel,15598,2023-03-01
2023-03-01,LGV,Electric,251,2023-03-01
2023-03-01,LGV,Petrol,4,2023-03-01
2023-03-01,MGV,Diesel,4940,2023-03-01
2023-03-01,MGV,Electric,2,2023-03-01
2023-03-01,Motorcycle,Electric,298,2023-03-01
2023-03-01,Motorcycle,Petrol,28377,2023-03-01
2023-03-01,Private Bus,Diesel,219,2023-03-01
2023-03-01,Private Car,Diesel,2,2023-03-01
2023-03-01,Private Car,Electric,41171,2023-03-01
2023-03-01,Private Car,Petrol,89141,2023-03-01
2023-03-01,Private Light Bus,Diesel,232,2023-03-01
2023-03-01,Private Light Bus,Electric,1,2023-03-01
2023-03-01,Private Light Bus,LPG,135,2023-03-01
2023-03-01,Public Bus,Diesel,1820,2023-03-01
2023-03-01,Public Bus,Electric,22,2023-03-01
2023-03-01,Public Light Bus,Diesel,61,2023-03-01
2023-03-01,Public Light Bus,LPG,478,2023-03-01
2023-03-01,Taxi,Electric,5,2023-03-01
2023-03-01,Taxi,LPG,3263,2023-03-01
2023-03-01,Taxi,Petrol,12,2023-03-01
2023-04-01,HGV,Diesel,1423,2023-04-01
2023-04-01,LGV,Diesel,15867,2023-04-01
2023-04-01,LGV,Electric,275,2023-04-01
2023-04-01,LGV,Petrol,4,2023-04-01
2023-04-01,MGV,Diesel,5038,2023-04-01
2023-04-01,MGV,Electric,4,2023-04-01
2023-04-01,Motorcycle,Electric,317,2023-04-01
2023-04-01,Motorcycle,Petrol,28726,2023-04-01
2023-04-01,Private Bus,Diesel,223,2023-04-01
2023-04-01,Private Car,Diesel,2,2023-04-01
2023-04-01,Private Car,Electric,42871,2023-04-01
2023-04-01,Private Car,Petrol,90304,2023-04-01
2023-04-01,Private Light Bus,Diesel,233,2023-04-01
2023-04-01,Private Light Bus,Electric,1,2023-04-01
2023-04-01,Private Light Bus,LPG,135,2023-04-01
2023-04-01,Public Bus,Diesel,1863,2023-04-01
2023-04-01,Public Bus,Electric,22,2023-04-01
2023-04-01,Public Light Bus,Diesel,65,2023-04-01
2023-04-01,Public Light Bus,LPG,479,2023-04-01
2023-04-01,Taxi,Electric,5,2023-04-01
2023-04-01,Taxi,LPG,3313,2023-04-01
2023-04-01,Taxi,Petrol,12,2023-04-01
2023-05-01,HGV,Diesel,1477,2023-05-01
2023-05-01,LGV,Diesel,16132,2023-05-01
2023-05-01,LGV,Electric,292,2023-05-01
2023-05-01,LGV,Petrol,4,2023-05-01
2023-05-01,MGV,Diesel,5177,2023-05-01
2023-05-01,MGV,Electric,4,2023-05-01
2023-05-01,Motorcycle,Electric,356,2023-05-01
2023-05-01,Motorcycle,Petrol,29144,2023-05-01
2023-05-01,Private Bus,Diesel,228,2023-05-01
2023-05-01,Private Car,Diesel,2,2023-05-01
2023-05-01,Private Car,Electric,45546,2023-05-01
2023-05-01,Private Car,Petrol,91629,2023-05-01
2023-05-01,Private Light Bus,Diesel,240,2023-05-01
2023-05-01,Private Light Bus,Electric,1,2023-05-01
2023-05-01,Private Light Bus,LPG,135,2023-05-01
2023-05-01,Public Bus,Diesel,1891,2023-05-01
2023-05-01,Public Bus,Electric,22,2023-05-01
2023-05-01,Public Light Bus,Diesel,73,2023-05-01
2023-05-01,Public Light Bus,LPG,481,2023-05-01
2023-05-01,Taxi,Electric,5,2023-05-01
2023-05-01,Taxi,LPG,3426,2023-05-01
2023-05-01,Taxi,Petrol,12,2023-05-01
2023-06-01,HGV,Diesel,1532,2023-06-01
2023-06-01,LGV,Diesel,16353,2023-06-01
2023-06-01,LGV,Electric,317,2023-06-01
2023-06-01,LGV,Petrol,4,2023-06-01
2023-06-01,MGV,Diesel,5306,2023-06-01
2023-06-01,MGV,Electric,4,2023-06-01
2023-06-01,Motorcycle,Electric,372,2023-06-01
2023-06-01,Motorcycle,Petrol,29624,2023-06-01
2023-06-01,Private Bus,Diesel,236,2023-06-01
2023-06-01,Private Car,Diesel,2,2023-06-01
2023-06-01,Private Car,Electric,48090,2023-06-01
2023-06-01,Private Car,Petrol,93039,2023-06-01
2023-06-01,Private Light Bus,Diesel,250,2023-06-01
2023-06-01,Private Light Bus,Electric,1,2023-06-01
2023-06-01,Private Light Bus,LPG,135,2023-06-01
2023-06-01,Public Bus,Diesel,1907,2023-06-01
2023-06-01,Public Bus,Electric,22,2023-06-01
2023-06-01,Public Light Bus,Diesel,83,2023-06-01
2023-06-01,Public Light Bus,LPG,484,2023-06-01
2023-06-01,Taxi,Electric,5,2023-06-01
2023-06-01,Taxi,LPG,3515,2023-06-01
2023-06-01,Taxi,Petrol,12,2023-06-01
2023-07-01,HGV,Diesel,1593,2023-07-01
2023-07-01,LGV,Diesel,16614,2023-07-01
2023-07-01,LGV,Electric,326,2023-07-01
2023-07-01,LGV,Petrol,4,2023-07-01
2023-07-01,MGV,Diesel,5394,2023-07-01
2023-07-01,MGV,Electric,4,2023-07-01
2023-07-01,Motorcycle,Electric,385,2023-07-01
2023-07-01,Motorcycle,Petrol,30019,2023-07-01
2023-07-01,Private Bus,Diesel,240,2023-07-01
2023-07-01,Private Car,Diesel,2,2023-07-01
2023-07-01,Private Car,Electric,50366,2023-07-01
2023-07-01,Private Car,Petrol,94327,2023-07-01
2023-07-01,Private Light Bus,Diesel,262,2023-07-01
2023-07-01,Private Light Bus,Electric,1,2023-07-01
2023-07-01,Private Light Bus,LPG,135,2023-07-01
2023-07-01,Public Bus,Diesel,1959,2023-07-01
2023-07-01,Public Bus,Electric,24,2023-07-01
2023-07-01,Public Light Bus,Diesel,90,2023-07-01
2023-07-01,Public Light Bus,LPG,484,2023-07-01
2023-07-01,Taxi,Electric,5,2023-07-01
2023-07-01,Taxi,LPG,3614,2023-07-01
2023-07-01,Taxi,Petrol,12,2023-07-01
2023-08-01,HGV,Diesel,1632,2023-08-01
2023-08-01,HGV,Electric,1,2023-08-01
2023-08-01,LGV,Diesel,16857,2023-08-01
2023-08-01,LGV,Electric,346,2023-08-01
2023-08-01,LGV,Petrol,4,2023-08-01
2023-08-01,MGV,Diesel,5489,2023-08-01
2023-08-01,MGV,Electric,4,2023-08-01
2023-08-01,Motorcycle,Electric,393,2023-08-01
2023-08-01,Motorcycle,Petrol,30425,2023-08-01
2023-08-01,Private Bus,Diesel,241,2023-08-01
2023-08-01,Private Car,Diesel,2,2023-08-01
2023-08-01,Private Car,Electric,53113,2023-08-01
2023-08-01,Private Car,Petrol,95607,2023-08-01
2023-08-01,Private Light Bus,Diesel,273,2023-08-01
2023-08-01,Private Light Bus,Electric,1,2023-08-01
2023-08-01,Private Light Bus,LPG,135,2023-08-01
2023-08-01,Public Bus,Diesel,2028,2023-08-01
2023-08-01,Public Bus,Electric,46,2023-08-01
2023-08-01,Public Light Bus,Diesel,109,2023-08-01
2023-08-01,Public Light Bus,Electric,1,2023-08-01
2023-08-01,Public Light Bus,LPG,490,2023-08-01
2023-08-01,Taxi,Electric,5,2023-08-01
2023-08-01,Taxi,LPG,3734,2023-08-01
2023-08-01,Taxi,Petrol,12,2023-08-01
2023-09-01,HGV,Diesel,1676,2023-09-01
2023-09-01,HGV,Electric,1,2023-09-01
2023-09-01,LGV,Diesel,17063,2023-09-01
2023-09-01,LGV,Electric,364,2023-09-01
2023-09-01,LGV,Petrol,4,2023-09-01
2023-09-01,MGV,Diesel,5554,2023-09-01
2023-09-01,MGV,Electric,4,2023-09-01
2023-09-01,Motorcycle,Electric,406,2023-09-01
2023-09-01,Motorcycle,Petrol,30716,2023-09-01
2023-09-01,Private Bus,Diesel,247,2023-09-01
2023-09-01,Private Car,Diesel,2,2023-09-01
2023-09-01,Private Car,Electric,55368,2023-09-01
2023-09-01,Private Car,Petrol,96849,2023-09-01
2023-09-01,Private Light Bus,Diesel,277,2023-09-01
2023-09-01,Private Light Bus,Electric,2,2023-09-01
2023-09-01,Private Light Bus,LPG,135,2023-09-01
2023-09-01,Public Bus,Diesel,2056,2023-09-01
2023-09-01,Public Bus,Electric,46,2023-09-01
2023-09-01,Public Light Bus,Diesel,109,2023-09-01
2023-09-01,Public Light Bus,Electric,1,2023-09-01
2023-09-01,Public Light Bus,LPG,490,2023-09-01
2023-09-01,Taxi,Electric,6,2023-09-01
2023-09-01,Taxi,LPG,3846,2023-09-01
2023-09-01,Taxi,Petrol,12,2023-09-01
2023-10-01,HGV,Diesel,1732,2023-10-01
2023-10-01,HGV,Electric,1,2023-10-01
2023-10-01,LGV,Diesel,17266,2023-10-01
2023-10-01,LGV,Electric,408,2023-10-01
2023-10-01,LGV,Petrol,4,2023-10-01
2023-10-01,MGV,Diesel,5622,2023-10-01
2023-10-01,MGV,Electric,4,2023-10-01
2023-10-01,Motorcycle,Electric,440,2023-10-01
2023-10-01,Motorcycle,Petrol,31048,2023-10-01
2023-10-01,Private Bus,Diesel,248,2023-10-01
2023-10-01,Private Car,Diesel,2,2023-10-01
2023-10-01,Private Car,Electric,57756,2023-10-01
2023-10-01,Private Car,Petrol,98188,2023-10-01
2023-10-01,Private Light Bus,Diesel,283,2023-10-01
2023-10-01,Private Light Bus,Electric,2,2023-10-01
2023-10-01,Private Light Bus,LPG,135,2023-10-01
2023-10-01,Public Bus,Diesel,2098,2023-10-01
2023-10-01,Public Bus,Electric,60,2023-10-01
2023-10-01,Public Light Bus,Diesel,110,2023-10-01
2023-10-01,Public Light Bus,Electric,1,2023-10-01
2023-10-01,Public Light Bus,LPG,491,2023-10-01
2023-10-01,Taxi,Electric,9,2023-10-01
2023-10-01,Taxi,LPG,3933,2023-10-01
2023-10-01,Taxi,Petrol,12,2023-10-01
2023-11-01,HGV,Diesel,1785,2023-11-01
2023-11-01,HGV,Electric,1,2023-11-01
2023-11-01,LGV,Diesel,17473,2023-11-01
2023-11-01,LGV,Electric,441,2023-11-01
2023-11-01,LGV,Petrol,4,2023-11-01
2023-11-01,MGV,Diesel,5698,2023-11-01
2023-11-01,MGV,Electric,6,2023-11-01
2023-11-01,Motorcycle,Electric,464,2023-11-01
2023-11-01,Motorcycle,Petrol,31497,2023-11-01
2023-11-01,Private Bus,Diesel,254,2023-11-01
2023-11-01,Private Car,Diesel,2,2023-11-01
2023-11-01,Private Car,Electric,60294,2023-11-01
2023-11-01,Private Car,Petrol,99722,2023-11-01
2023-11-01,Private Light Bus,Diesel,289,2023-11-01
2023-11-01,Private Light Bus,Electric,2,2023-11-01
2023-11-01,Private Light Bus,LPG,135,2023-11-01
2023-11-01,Public Bus,Diesel,2140,2023-11-01
2023-11-01,Public Bus,Electric,60,2023-11-01
2023-11-01,Public Bus,Hydrogen,1,2023-11-01
2023-11-01,Public Light Bus,Diesel,118,2023-11-01
2023-11-01,Public Light Bus,Electric,1,2023-11-01
2023-11-01,Public Light Bus,LPG,492,2023-11-01
2023-11-01,Taxi,Electric,14,2023-11-01
2023-11-01,Taxi,LPG,4012,2023-11-01
2023-11-01,Taxi,Petrol,12,2023-11-01
2023-12-01,HGV,Diesel,1836,2023-12-01
2023-12-01,HGV,Electric,1,2023-12-01
2023-12-01,LGV,Diesel,17694,2023-12-01
2023-12-01,LGV,Electric,478,2023-12-01
2023-12-01,LGV,Petrol,4,2023-12-01
2023-12-01,MGV,Diesel,5809,2023-12-01
2023-12-01,MGV,Electric,7,2023-12-01
2023-12-01,Motorcycle,Electric,478,2023-12-01
2023-12-01,Motorcycle,Petrol,31748,2023-12-01
2023-12-01,Private Bus,Diesel,268,2023-12-01
2023-12-01,Private Car,Diesel,2,2023-12-01
2023-12-01,Private Car,Electric,63327,2023-12-01
2023-12-01,Private Car,Petrol,101055,2023-12-01
2023-12-01,Private Light Bus,Diesel,294,2023-12-01
2023-12-01,Private Light Bus,Electric,2,2023-12-01
2023-12-01,Private Light Bus,LPG,135,2023-12-01
2023-12-01,Public Bus,Diesel,2164,2023-12-01
2023-12-01,Public Bus,Electric,60,2023-12-01
2023-12-01,Public Bus,Hydrogen,1,2023-12-01
2023-12-01,Public Light Bus,Diesel,136,2023-12-01
2023-12-01,Public Light Bus,Electric,1,2023-12-01
2023-12-01,Public Light Bus,LPG,493,2023-12-01
2023-12-01,Taxi,Electric,18,2023-12-01
2023-12-01,Taxi,LPG,4075,2023-12-01
2023-12-01,Taxi,Petrol,12,2023-12-01
2024-01-01,HGV,Diesel,1890,2024-01-01
2024-01-01,HGV,Electric,3,2024-01-01
2024-01-01,LGV,Diesel,17842,2024-01-01
2024-01-01,LGV,Electric,496,2024-01-01
2024-01-01,LGV,Petrol,4,2024-01-01
2024-01-01,MGV,Diesel,5854,2024-01-01
2024-01-01,MGV,Electric,9,2024-01-01
2024-01-01,Motorcycle,Electric,500,2024-01-01
2024-01-01,Motorcycle,Petrol,32101,2024-01-01
2024-01-01,Private Bus,Diesel,275,2024-01-01
2024-01-01,Private Car,Diesel,2,2024-01-01
2024-01-01,Private Car,Electric,66467,2024-01-01
2024-01-01,Private Car,Petrol,102319,2024-01-01
2024-01-01,Private Light Bus,Diesel,325,2024-01-01
2024-01-01,Private Light Bus,Electric,2,2024-01-01
2024-01-01,Private Light Bus,LPG,135,2024-01-01
2024-01-01,Public Bus,Diesel,2188,2024-01-01
2024-01-01,Public Bus,Electric,67,2024-01-01
2024-01-01,Public Bus,Hydrogen,1,2024-01-01
2024-01-01,Public Light Bus,Diesel,150,2024-01-01
2024-01-01,Public Light Bus,Electric,1,2024-01-01
2024-01-01,Public Light Bus,LPG,496,2024-01-01
2024-01-01,Taxi,Electric,33,2024-01-01
2024-01-01,Taxi,LPG,4141,2024-01-01
2024-01-01,Taxi,Petrol,12,2024-01-01
2024-02-01,HGV,Diesel,1938,2024-02-01
2024-02-01,HGV,Electric,3,2024-02-01
2024-02-01,LGV,Diesel,17947,2024-02-01
2024-02-01,LGV,Electric,512,2024-02-01
2024-02-01,LGV,Petrol,4,2024-02-01
2024-02-01,MGV,Diesel,5898,2024-02-01
2024-02-01,MGV,Electric,9,2024-02-01
2024-02-01,Motorcycle,Electric,537,2024-02-01
2024-02-01,Motorcycle,Petrol,32387,2024-02-01
2024-02-01,Private Bus,Diesel,279,2024-02-01
2024-02-01,Private Car,Diesel,2,2024-02-01
2024-02-01,Private Car,Electric,69938,2024-02-01
2024-02-01,Private Car,Petrol,103278,2024-02-01
2024-02-01,Private Light Bus,Diesel,333,2024-02-01
2024-02-01,Private Light Bus,Electric,2,2024-02-01
2024-02-01,Private Light Bus,LPG,135,2024-02-01
2024-02-01,Public Bus,Diesel,2203,2024-02-01
2024-02-01,Public Bus,Electric,77,2024-02-01
2024-02-01,Public Bus,Hydrogen,1,2024-02-01
2024-02-01,Public Light Bus,Diesel,157,2024-02-01
2024-02-01,Public Light Bus,Electric,1,2024-02-01
2024-02-01,Public Light Bus,LPG,496,2024-02-01
2024-02-01,Taxi,Electric,38,2024-02-01
2024-02-01,Taxi,LPG,4172,2024-02-01
2024-02-01,Taxi,Petrol,12,2024-02-01
2024-03-01,HGV,Diesel,1985,2024-03-01
2024-03-01,HGV,Electric,3,2024-03-01
2024-03-01,LGV,Diesel,18081,2024-03-01
2024-03-01,LGV,Electric,525,2024-03-01
