資料年月,縣市,燃料別,車種類別,數量
201312,臺北市,汽油,大客車,34
201312,臺北市,汽油,大貨車,25
201312,臺北市,汽油,小客車,639486
201312,臺北市,汽油,小貨車,36326
201312,臺北市,汽油,特種車,4731
201312,臺北市,汽油,機車重型,839212
201312,臺北市,汽油,機車輕型,191763
201312,臺北市,汽油(油電),大客車,0
201312,臺北市,汽油(油電),大貨車,0
201312,臺北市,汽油(油電),小客車,0
201312,臺北市,汽油(油電),小貨車,0
201312,臺北市,汽油(油電),特種車,0
201312,臺北市,汽油(油電),機車重型,0
201312,臺北市,汽油(油電),機車輕型,0
201312,臺北市,汽油/LPG,大客車,0
201312,臺北市,汽油/LPG,大貨車,0
201312,臺北市,汽油/LPG,小客車,6817
201312,臺北市,汽油/LPG,小貨車,3
201312,臺北市,汽油/LPG,特種車,16
201312,臺北市,汽油/LPG,機車重型,0
201312,臺北市,汽油/LPG,機車輕型,0
201312,臺北市,汽油/電能,大客車,0
201312,臺北市,汽油/電能,大貨車,0
201312,臺北市,汽油/電能,小客車,13115
201312,臺北市,汽油/電能,小貨車,2
201312,臺北市,汽油/電能,特種車,18
201312,臺北市,汽油/電能,機車重型,0
201312,臺北市,汽油/電能,機車輕型,0
201312,臺北市,柴油,大客車,7174
201312,臺北市,柴油,大貨車,6033
201312,臺北市,柴油,小客車,26698
201312,臺北市,柴油,小貨車,23952
201312,臺北市,柴油,特種車,3524
201312,臺北市,柴油,機車重型,4
201312,臺北市,柴油,機車輕型,0
201312,臺北市,柴油(油電),大客車,0
201312,臺北市,柴油(油電),大貨車,0
201312,臺北市,柴油(油電),小客車,0
201312,臺北市,柴油(油電),小貨車,0
201312,臺北市,柴油(油電),特種車,0
201312,臺北市,柴油(油電),機車重型,0
201312,臺北市,柴油(油電),機車輕型,0
201312,臺北市,柴油/電能,大客車,20
201312,臺北市,柴油/電能,大貨車,0
201312,臺北市,柴油/電能,小客車,26
201312,臺北市,柴油/電能,小貨車,0
201312,臺北市,柴油/電能,特種車,0
201312,臺北市,柴油/電能,機車重型,0
201312,臺北市,柴油/電能,機車輕型,0
201312,臺北市,液化石油氣,大客車,0
201312,臺北市,液化石油氣,大貨車,0
201312,臺北市,液化石油氣,小客車,0
201312,臺北市,液化石油氣,小貨車,0
201312,臺北市,液化石油氣,特種車,0
201312,臺北市,液化石油氣,機車重型,0
201312,臺北市,液化石油氣,機車輕型,0
201312,臺北市,電能,大客車,1
201312,臺北市,電能,大貨車,0
201312,臺北市,電能,小客車,92
201312,臺北市,電能,小貨車,4
201312,臺北市,電能,特種車,3
201312,臺北市,電能,機車重型,15
201312,臺北市,電能,機車輕型,3816
201312,臺北市,電能(增程),大客車,0
201312,臺北市,電能(增程),大貨車,0
201312,臺北市,電能(增程),小客車,0
201312,臺北市,電能(增程),小貨車,0
201312,臺北市,電能(增程),特種車,0
201312,臺北市,電能(增程),機車重型,0
201312,臺北市,電能(增程),機車輕型,0
201312,臺北市,電能/汽油,大客車,0
201312,臺北市,電能/汽油,大貨車,0
201312,臺北市,電能/汽油,小客車,0
201312,臺北市,電能/汽油,小貨車,0
201312,臺北市,電能/汽油,特種車,0
201312,臺北市,電能/汽油,機車重型,0
201312,臺北市,電能/汽油,機車輕型,0
201312,臺北市,電能/柴油,大客車,0
201312,臺北市,電能/柴油,大貨車,0
201312,臺北市,電能/柴油,小客車,0
201312,臺北市,電能/柴油,小貨車,0
201312,臺北市,電能/柴油,特種車,0
201312,臺北市,電能/柴油,機車重型,0
201312,臺北市,電能/柴油,機車輕型,0
201312,臺北市,總計,大客車,7229
201312,臺北市,總計,大貨車,6058
201312,臺北市,總計,小客車,686234
201312,臺北市,總計,小貨車,60287
201312,臺北市,總計,特種車,8292
201312,臺北市,總計,機車重型,839231
201312,臺北市,總計,機車輕型,195579
201401,臺北市,汽油,大客車,34
201401,臺北市,汽油,大貨車,25
201401,臺北市,汽油,小客車,640949
201401,臺北市,汽油,小貨車,36380
201401,臺北市,汽油,特種車,4740
201401,臺北市,汽油,機車重型,841407
201401,臺北市,汽油,機車輕型,191050
201401,臺北市,汽油(油電),大客車,0
201401,臺北市,汽油(油電),大貨車,0
201401,臺北市,汽油(油電),小客車,0
201401,臺北市,汽油(油電),小貨車,0
201401,臺北市,汽油(油電),特種車,0
201401,臺北市,汽油(油電),機車重型,0
201401,臺北市,汽油(油電),機車輕型,0
201401,臺北市,汽油/LPG,大客車,0
201401,臺北市,汽油/LPG,大貨車,0
201401,臺北市,汽油/LPG,小客車,6793
201401,臺北市,汽油/LPG,小貨車,3
201401,臺北市,汽油/LPG,特種車,16
201401,臺北市,汽油/LPG,機車重型,1
201401,臺北市,汽油/LPG,機車輕型,0
201401,臺北市,汽油/電能,大客車,0
201401,臺北市,汽油/電能,大貨車,0
201401,臺北市,汽油/電能,小客車,13308
201401,臺北市,汽油/電能,小貨車,2
201401,臺北市,汽油/電能,特種車,18
201401,臺北市,汽油/電能,機車重型,0
201401,臺北市,汽油/電能,機車輕型,0
201401,臺北市,柴油,大客車,7193
201401,臺北市,柴油,大貨車,7553
201401,臺北市,柴油,小客車,27043
201401,臺北市,柴油,小貨車,24673
201401,臺北市,柴油,特種車,3518
201401,臺北市,柴油,機車重型,4
201401,臺北市,柴油,機車輕型,0
201401,臺北市,柴油(油電),大客車,0
201401,臺北市,柴油(油電),大貨車,0
201401,臺北市,柴油(油電),小客車,0
201401,臺北市,柴油(油電),小貨車,0
201401,臺北市,柴油(油電),特種車,0
201401,臺北市,柴油(油電),機車重型,0
201401,臺北市,柴油(油電),機車輕型,0
201401,臺北市,柴油/電能,大客車,20
201401,臺北市,柴油/電能,大貨車,0
201401,臺北市,柴油/電能,小客車,27
201401,臺北市,柴油/電能,小貨車,0
201401,臺北市,柴油/電能,特種車,0
201401,臺北市,柴油/電能,機車重型,0
201401,臺北市,柴油/電能,機車輕型,0
201401,臺北市,液化石油氣,大客車,0
201401,臺北市,液化石油氣,大貨車,0
201401,臺北市,液化石油氣,小客車,0
201401,臺北市,液化石油氣,小貨車,0
201401,臺北市,液化石油氣,特種車,0
201401,臺北市,液化石油氣,機車重型,0
201401,臺北市,液化石油氣,機車輕型,0
201401,臺北市,電能,大客車,1
201401,臺北市,電能,大貨車,0
201401,臺北市,電能,小客車,92
201401,臺北市,電能,小貨車,4
201401,臺北市,電能,特種車,3
201401,臺北市,電能,機車重型,15
201401,臺北市,電能,機車輕型,3853
201401,臺北市,電能(增程),大客車,0
201401,臺北市,電能(增程),大貨車,0
201401,臺北市,電能(增程),小客車,0
201401,臺北市,電能(增程),小貨車,0
201401,臺北市,電能(增程),特種車,0
201401,臺北市,電能(增程),機車重型,0
201401,臺北市,電能(增程),機車輕型,0
201401,臺北市,電能/汽油,大客車,0
201401,臺北市,電能/汽油,大貨車,0
201401,臺北市,電能/汽油,小客車,0
201401,臺北市,電能/汽油,小貨車,0
201401,臺北市,電能/汽油,特種車,0
201401,臺北市,電能/汽油,機車重型,0
201401,臺北市,電能/汽油,機車輕型,0
201401,臺北市,電能/柴油,大客車,0
201401,臺北市,電能/柴油,大貨車,0
201401,臺北市,電能/柴油,小客車,0
201401,臺北市,電能/柴油,小貨車,0
201401,臺北市,電能/柴油,特種車,0
201401,臺北市,電能/柴油,機車重型,0
201401,臺北市,電能/柴油,機車輕型,0
201401,臺北市,總計,大客車,7248
201401,臺北市,總計,大貨車,7578
201401,臺北市,總計,小客車,688212
201401,臺北市,總計,小貨車,61062
201401,臺北市,總計,特種車,8295
201401,臺北市,總計,機車重型,841427
201401,臺北市,總計,機車輕型,194903
201402,臺北市,汽油,大客車,34
201402,臺北市,汽油,大貨車,25
201402,臺北市,汽油,小客車,640342
201402,臺北市,汽油,小貨車,36385
201402,臺北市,汽油,特種車,4748
201402,臺北市,汽油,機車重型,843894
201402,臺北市,汽油,機車輕型,190347
201402,臺北市,汽油(油電),大客車,0
201402,臺北市,汽油(油電),大貨車,0
201402,臺北市,汽油(油電),小客車,0
201402,臺北市,汽油(油電),小貨車,0
201402,臺北市,汽油(油電),特種車,0
201402,臺北市,汽油(油電),機車重型,0
201402,臺北市,汽油(油電),機車輕型,0
201402,臺北市,汽油/LPG,大客車,0
201402,臺北市,汽油/LPG,大貨車,0
201402,臺北市,汽油/LPG,小客車,6738
201402,臺北市,汽油/LPG,小貨車,3
201402,臺北市,汽油/LPG,特種車,16
201402,臺北市,汽油/LPG,機車重型,2
201402,臺北市,汽油/LPG,機車輕型,0
201402,臺北市,汽油/電能,大客車,0
201402,臺北市,汽油/電能,大貨車,0
201402,臺北市,汽油/電能,小客車,13561
201402,臺北市,汽油/電能,小貨車,2
201402,臺北市,汽油/電能,特種車,18
201402,臺北市,汽油/電能,機車重型,0
201402,臺北市,汽油/電能,機車輕型,0
201402,臺北市,柴油,大客車,7189
201402,臺北市,柴油,大貨車,7569
201402,臺北市,柴油,小客車,27194
201402,臺北市,柴油,小貨車,24705
201402,臺北市,柴油,特種車,3529
201402,臺北市,柴油,機車重型,4
201402,臺北市,柴油,機車輕型,0
201402,臺北市,柴油(油電),大客車,0
201402,臺北市,柴油(油電),大貨車,0
201402,臺北市,柴油(油電),小客車,0
201402,臺北市,柴油(油電),小貨車,0
201402,臺北市,柴油(油電),特種車,0
201402,臺北市,柴油(油電),機車重型,0
201402,臺北市,柴油(油電),機車輕型,0
201402,臺北市,柴油/電能,大客車,20
201402,臺北市,柴油/電能,大貨車,0
201402,臺北市,柴油/電能,小客車,31
201402,臺北市,柴油/電能,小貨車,0
201402,臺北市,柴油/電能,特種車,0
201402,臺北市,柴油/電能,機車重型,0
201402,臺北市,柴油/電能,機車輕型,0
201402,臺北市,液化石油氣,大客車,0
201402,臺北市,液化石油氣,大貨車,0
201402,臺北市,液化石油氣,小客車,0
201402,臺北市,液化石油氣,小貨車,0
201402,臺北市,液化石油氣,特種車,0
201402,臺北市,液化石油氣,機車重型,0
201402,臺北市,液化石油氣,機車輕型,0
201402,臺北市,電能,大客車,1
201402,臺北市,電能,大貨車,0
201402,臺北市,電能,小客車,92
201402,臺北市,電能,小貨車,4
201402,臺北市,電能,特種車,3
201402,臺北市,電能,機車重型,15
201402,臺北市,電能,機車輕型,3879
201402,臺北市,電能(增程),大客車,0
201402,臺北市,電能(增程),大貨車,0
201402,臺北市,電能(增程),小客車,0
201402,臺北市,電能(增程),小貨車,0
201402,臺北市,電能(增程),特種車,0
201402,臺北市,電能(增程),機車重型,0
201402,臺北市,電能(增程),機車輕型,0
201402,臺北市,電能/汽油,大客車,0
201402,臺北市,電能/汽油,大貨車,0
201402,臺北市,電能/汽油,小客車,0
201402,臺北市,電能/汽油,小貨車,0
201402,臺北市,電能/汽油,特種車,0
201402,臺北市,電能/汽油,機車重型,0
201402,臺北市,電能/汽油,機車輕型,0
201402,臺北市,電能/柴油,大客車,0
201402,臺北市,電能/柴油,大貨車,0
201402,臺北市,電能/柴油,小客車,0
201402,臺北市,電能/柴油,小貨車,0
201402,臺北市,電能/柴油,特種車,0
201402,臺北市,電能/柴油,機車重型,0
201402,臺北市,電能/柴油,機車輕型,0
201402,臺北市,總計,大客車,7244
201402,臺北市,總計,大貨車,7594
201402,臺北市,總計,小客車,687958
201402,臺北市,總計,小貨車,61099
201402,臺北市,總計,特種車,8314
201402,臺北市,總計,機車重型,843915
201402,臺北市,總計,機車輕型,194226
201403,臺北市,汽油,大客車,35
201403,臺北市,汽油,大貨車,25
201403,臺北市,汽油,小客車,640445
201403,臺北市,汽油,小貨車,36487
201403,臺北市,汽油,特種車,4741
201403,臺北市,汽油,機車重型,818482
201403,臺北市,汽油,機車輕型,171043
201403,臺北市,汽油(油電),大客車,0
201403,臺北市,汽油(油電),大貨車,0
201403,臺北市,汽油(油電),小客車,0
201403,臺北市,汽油(油電),小貨車,0
201403,臺北市,汽油(油電),特種車,0
201403,臺北市,汽油(油電),機車重型,0
201403,臺北市,汽油(油電),機車輕型,0
201403,臺北市,汽油/LPG,大客車,0
201403,臺北市,汽油/LPG,大貨車,0
201403,臺北市,汽油/LPG,小客車,6633
201403,臺北市,汽油/LPG,小貨車,3
201403,臺北市,汽油/LPG,特種車,16
201403,臺北市,汽油/LPG,機車重型,1
201403,臺北市,汽油/LPG,機車輕型,0
201403,臺北市,汽油/電能,大客車,0
201403,臺北市,汽油/電能,大貨車,0
201403,臺北市,汽油/電能,小客車,13892
201403,臺北市,汽油/電能,小貨車,2
201403,臺北市,汽油/電能,特種車,18
201403,臺北市,汽油/電能,機車重型,0
201403,臺北市,汽油/電能,機車輕型,0
201403,臺北市,柴油,大客車,7251
201403,臺北市,柴油,大貨車,7594
201403,臺北市,柴油,小客車,27514
201403,臺北市,柴油,小貨車,24676
201403,臺北市,柴油,特種車,3485
201403,臺北市,柴油,機車重型,4
201403,臺北市,柴油,機車輕型,0
201403,臺北市,柴油(油電),大客車,0
201403,臺北市,柴油(油電),大貨車,0
201403,臺北市,柴油(油電),小客車,0
201403,臺北市,柴油(油電),小貨車,0
201403,臺北市,柴油(油電),特種車,0
201403,臺北市,柴油(油電),機車重型,0
201403,臺北市,柴油(油電),機車輕型,0
201403,臺北市,柴油/電能,大客車,20
201403,臺北市,柴油/電能,大貨車,0
201403,臺北市,柴油/電能,小客車,43
201403,臺北市,柴油/電能,小貨車,0
201403,臺北市,柴油/電能,特種車,0
201403,臺北市,柴油/電能,機車重型,0
201403,臺北市,柴油/電能,機車輕型,0
201403,臺北市,液化石油氣,大客車,0
201403,臺北市,液化石油氣,大貨車,0
201403,臺北市,液化石油氣,小客車,0
201403,臺北市,液化石油氣,小貨車,0
201403,臺北市,液化石油氣,特種車,0
201403,臺北市,液化石油氣,機車重型,0
201403,臺北市,液化石油氣,機車輕型,0
201403,臺北市,電能,大客車,1
201403,臺北市,電能,大貨車,0
201403,臺北市,電能,小客車,92
201403,臺北市,電能,小貨車,4
201403,臺北市,電能,特種車,0
201403,臺北市,電能,機車重型,15
201403,臺北市,電能,機車輕型,3871
201403,臺北市,電能(增程),大客車,0
201403,臺北市,電能(增程),大貨車,0
201403,臺北市,電能(增程),小客車,0
201403,臺北市,電能(增程),小貨車,0
201403,臺北市,電能(增程),特種車,0
201403,臺北市,電能(增程),機車重型,0
201403,臺北市,電能(增程),機車輕型,0
201403,臺北市,電能/汽油,大客車,0
201403,臺北市,電能/汽油,大貨車,0
201403,臺北市,電能/汽油,小客車,0
201403,臺北市,電能/汽油,小貨車,0
201403,臺北市,電能/汽油,特種車,0
201403,臺北市,電能/汽油,機車重型,0
201403,臺北市,電能/汽油,機車輕型,0
201403,臺北市,電能/柴油,大客車,0
201403,臺北市,電能/柴油,大貨車,0
201403,臺北市,電能/柴油,小客車,0
201403,臺北市,電能/柴油,小貨車,0
201403,臺北市,電能/柴油,特種車,0
201403,臺北市,電能/柴油,機車重型,0
201403,臺北市,電能/柴油,機車輕型,0
201403,臺北市,總計,大客車,7307
201403,臺北市,總計,大貨車,7619
201403,臺北市,總計,小客車,688619
201403,臺北市,總計,小貨車,61172
201403,臺北市,總計,特種車,8260
201403,臺北市,總計,機車重型,818502
201403,臺北市,總計,機車輕型,174914
201404,臺北市,汽油,大客車,34
201404,臺北市,汽油,大貨車,25
201404,臺北市,汽油,小客車,640887
201404,臺北市,汽油,小貨車,36499
201404,臺北市,汽油,特種車,4740
201404,臺北市,汽油,機車重型,838587
201404,臺北市,汽油,機車輕型,184220
201404,臺北市,汽油(油電),大客車,0
201404,臺北市,汽油(油電),大貨車,0
201404,臺北市,汽油(油電),小客車,0
201404,臺北市,汽油(油電),小貨車,0
201404,臺北市,汽油(油電),特種車,0
201404,臺北市,汽油(油電),機車重型,0
201404,臺北市,汽油(油電),機車輕型,0
201404,臺北市,汽油/LPG,大客車,0
201404,臺北市,汽油/LPG,大貨車,0
201404,臺北市,汽油/LPG,小客車,6575
201404,臺北市,汽油/LPG,小貨車,3
201404,臺北市,汽油/LPG,特種車,16
201404,臺北市,汽油/LPG,機車重型,1
201404,臺北市,汽油/LPG,機車輕型,0
201404,臺北市,汽油/電能,大客車,0
201404,臺北市,汽油/電能,大貨車,0
201404,臺北市,汽油/電能,小客車,14208
201404,臺北市,汽油/電能,小貨車,2
201404,臺北市,汽油/電能,特種車,20
201404,臺北市,汽油/電能,機車重型,0
201404,臺北市,汽油/電能,機車輕型,0
201404,臺北市,柴油,大客車,7276
201404,臺北市,柴油,大貨車,7606
201404,臺北市,柴油,小客車,27945
201404,臺北市,柴油,小貨車,24689
201404,臺北市,柴油,特種車,3473
201404,臺北市,柴油,機車重型,4
201404,臺北市,柴油,機車輕型,0
201404,臺北市,柴油(油電),大客車,0
201404,臺北市,柴油(油電),大貨車,0
201404,臺北市,柴油(油電),小客車,0
201404,臺北市,柴油(油電),小貨車,0
201404,臺北市,柴油(油電),特種車,0
201404,臺北市,柴油(油電),機車重型,0
201404,臺北市,柴油(油電),機車輕型,0
201404,臺北市,柴油/電能,大客車,20
201404,臺北市,柴油/電能,大貨車,0
201404,臺北市,柴油/電能,小客車,47
201404,臺北市,柴油/電能,小貨車,0
201404,臺北市,柴油/電能,特種車,0
201404,臺北市,柴油/電能,機車重型,0
201404,臺北市,柴油/電能,機車輕型,0
201404,臺北市,液化石油氣,大客車,0
201404,臺北市,液化石油氣,大貨車,0
201404,臺北市,液化石油氣,小客車,0
201404,臺北市,液化石油氣,小貨車,0
201404,臺北市,液化石油氣,特種車,0
201404,臺北市,液化石油氣,機車重型,0
201404,臺北市,液化石油氣,機車輕型,0
201404,臺北市,電能,大客車,1
201404,臺北市,電能,大貨車,0
201404,臺北市,電能,小客車,93
201404,臺北市,電能,小貨車,4
201404,臺北市,電能,特種車,0
201404,臺北市,電能,機車重型,15
201404,臺北市,電能,機車輕型,3883
201404,臺北市,電能(增程),大客車,0
201404,臺北市,電能(增程),大貨車,0
201404,臺北市,電能(增程),小客車,0
201404,臺北市,電能(增程),小貨車,0
201404,臺北市,電能(增程),特種車,0
201404,臺北市,電能(增程),機車重型,0
201404,臺北市,電能(增程),機車輕型,0
201404,臺北市,電能/汽油,大客車,0
201404,臺北市,電能/汽油,大貨車,0
201404,臺北市,電能/汽油,小客車,0
201404,臺北市,電能/汽油,小貨車,0
201404,臺北市,電能/汽油,特種車,0
201404,臺北市,電能/汽油,機車重型,0
201404,臺北市,電能/汽油,機車輕型,0
201404,臺北市,電能/柴油,大客車,0
201404,臺北市,電能/柴油,大貨車,0
201404,臺北市,電能/柴油,小客車,0
201404,臺北市,電能/柴油,小貨車,0
201404,臺北市,電能/柴油,特種車,0
201404,臺北市,電能/柴油,機車重型,0
201404,臺北市,電能/柴油,機車輕型,0
201404,臺北市,總計,大客車,7331
201404,臺北市,總計,大貨車,7631
201404,臺北市,總計,小客車,689755
201404,臺北市,總計,小貨車,61197
201404,臺北市,總計,特種車,8249
201404,臺北市,總計,機車重型,838607
201404,臺北市,總計,機車輕型,188103
201405,臺北市,汽油,大客車,32
201405,臺北市,汽油,大貨車,25
201405,臺北市,汽油,小客車,642028
201405,臺北市,汽油,小貨車,36586
201405,臺北市,汽油,特種車,4741
201405,臺北市,汽油,機車重型,820109
201405,臺北市,汽油,機車輕型,167862
201405,臺北市,汽油(油電),大客車,0
201405,臺北市,汽油(油電),大貨車,0
201405,臺北市,汽油(油電),小客車,0
201405,臺北市,汽油(油電),小貨車,0
201405,臺北市,汽油(油電),特種車,0
201405,臺北市,汽油(油電),機車重型,0
201405,臺北市,汽油(油電),機車輕型,0
201405,臺北市,汽油/LPG,大客車,0
201405,臺北市,汽油/LPG,大貨車,0
201405,臺北市,汽油/LPG,小客車,6520
201405,臺北市,汽油/LPG,小貨車,3
201405,臺北市,汽油/LPG,特種車,16
201405,臺北市,汽油/LPG,機車重型,1
201405,臺北市,汽油/LPG,機車輕型,0
201405,臺北市,汽油/電能,大客車,0
201405,臺北市,汽油/電能,大貨車,0
201405,臺北市,汽油/電能,小客車,14605
201405,臺北市,汽油/電能,小貨車,2
201405,臺北市,汽油/電能,特種車,20
201405,臺北市,汽油/電能,機車重型,0
201405,臺北市,汽油/電能,機車輕型,0
201405,臺北市,柴油,大客車,7506
201405,臺北市,柴油,大貨車,7604
201405,臺北市,柴油,小客車,28370
201405,臺北市,柴油,小貨車,24706
201405,臺北市,柴油,特種車,3464
201405,臺北市,柴油,機車重型,4
201405,臺北市,柴油,機車輕型,0
201405,臺北市,柴油(油電),大客車,0
201405,臺北市,柴油(油電),大貨車,0
201405,臺北市,柴油(油電),小客車,0
201405,臺北市,柴油(油電),小貨車,0
201405,臺北市,柴油(油電),特種車,0
201405,臺北市,柴油(油電),機車重型,0
201405,臺北市,柴油(油電),機車輕型,0
201405,臺北市,柴油/電能,大客車,20
201405,臺北市,柴油/電能,大貨車,0
201405,臺北市,柴油/電能,小客車,52
201405,臺北市,柴油/電能,小貨車,0
201405,臺北市,柴油/電能,特種車,0
201405,臺北市,柴油/電能,機車重型,0
201405,臺北市,柴油/電能,機車輕型,0
201405,臺北市,液化石油氣,大客車,0
201405,臺北市,液化石油氣,大貨車,0
201405,臺北市,液化石油氣,小客車,0
201405,臺北市,液化石油氣,小貨車,0
201405,臺北市,液化石油氣,特種車,0
201405,臺北市,液化石油氣,機車重型,0
201405,臺北市,液化石油氣,機車輕型,0
201405,臺北市,電能,大客車,1
201405,臺北市,電能,大貨車,0
201405,臺北市,電能,小客車,93
201405,臺北市,電能,小貨車,4
201405,臺北市,電能,特種車,0
201405,臺北市,電能,機車重型,15
201405,臺北市,電能,機車輕型,3888
201405,臺北市,電能(增程),大客車,0
201405,臺北市,電能(增程),大貨車,0
201405,臺北市,電能(增程),小客車,0
201405,臺北市,電能(增程),小貨車,0
201405,臺北市,電能(增程),特種車,0
201405,臺北市,電能(增程),機車重型,0
201405,臺北市,電能(增程),機車輕型,0
201405,臺北市,電能/汽油,大客車,0
201405,臺北市,電能/汽油,大貨車,0
201405,臺北市,電能/汽油,小客車,0
201405,臺北市,電能/汽油,小貨車,0
201405,臺北市,電能/汽油,特種車,0
201405,臺北市,電能/汽油,機車重型,0
201405,臺北市,電能/汽油,機車輕型,0
201405,臺北市,電能/柴油,大客車,0
201405,臺北市,電能/柴油,大貨車,0
201405,臺北市,電能/柴油,小客車,0
201405,臺北市,電能/柴油,小貨車,0
201405,臺北市,電能/柴油,特種車,0
201405,臺北市,電能/柴油,機車重型,0
201405,臺北市,電能/柴油,機車輕型,0
201405,臺北市,總計,大客車,7559
201405,臺北市,總計,大貨車,7629
201405,臺北市,總計,小客車,691668
201405,臺北市,總計,小貨車,61301
201405,臺北市,總計,特種車,8241
201405,臺北市,總計,機車重型,820129
201405,臺北市,總計,機車輕型,171750
201406,臺北市,汽油,大客車,32
201406,臺北市,汽油,大貨車,25
201406,臺北市,汽油,小客車,643533
201406,臺北市,汽油,小貨車,36632
201406,臺北市,汽油,特種車,4734
201406,臺北市,汽油,機車重型,820982
201406,臺北市,汽油,機車輕型,165930
201406,臺北市,汽油(油電),大客車,0
201406,臺北市,汽油(油電),大貨車,0
201406,臺北市,汽油(油電),小客車,0
201406,臺北市,汽油(油電),小貨車,0
201406,臺北市,汽油(油電),特種車,0
201406,臺北市,汽油(油電),機車重型,0
201406,臺北市,汽油(油電),機車輕型,0
201406,臺北市,汽油/LPG,大客車,0
201406,臺北市,汽油/LPG,大貨車,0
201406,臺北市,汽油/LPG,小客車,6422
201406,臺北市,汽油/LPG,小貨車,3
201406,臺北市,汽油/LPG,特種車,15
201406,臺北市,汽油/LPG,機車重型,1
201406,臺北市,汽油/LPG,機車輕型,0
201406,臺北市,汽油/電能,大客車,0
201406,臺北市,汽油/電能,大貨車,0
201406,臺北市,汽油/電能,小客車,15053
201406,臺北市,汽油/電能,小貨車,2
201406,臺北市,汽油/電能,特種車,20
201406,臺北市,汽油/電能,機車重型,0
201406,臺北市,汽油/電能,機車輕型,0
201406,臺北市,柴油,大客車,7326
201406,臺北市,柴油,大貨車,7624
201406,臺北市,柴油,小客車,28930
201406,臺北市,柴油,小貨車,24797
201406,臺北市,柴油,特種車,3457
201406,臺北市,柴油,機車重型,5
201406,臺北市,柴油,機車輕型,0
201406,臺北市,柴油(油電),大客車,0
201406,臺北市,柴油(油電),大貨車,0
201406,臺北市,柴油(油電),小客車,0
201406,臺北市,柴油(油電),小貨車,0
201406,臺北市,柴油(油電),特種車,0
201406,臺北市,柴油(油電),機車重型,0
201406,臺北市,柴油(油電),機車輕型,0
201406,臺北市,柴油/電能,大客車,20
201406,臺北市,柴油/電能,大貨車,1
201406,臺北市,柴油/電能,小客車,58
201406,臺北市,柴油/電能,小貨車,0
201406,臺北市,柴油/電能,特種車,0
201406,臺北市,柴油/電能,機車重型,0
201406,臺北市,柴油/電能,機車輕型,0
201406,臺北市,液化石油氣,大客車,0
201406,臺北市,液化石油氣,大貨車,0
201406,臺北市,液化石油氣,小客車,0
201406,臺北市,液化石油氣,小貨車,0
201406,臺北市,液化石油氣,特種車,0
201406,臺北市,液化石油氣,機車重型,0
201406,臺北市,液化石油氣,機車輕型,0
201406,臺北市,電能,大客車,1
201406,臺北市,電能,大貨車,0
201406,臺北市,電能,小客車,93
201406,臺北市,電能,小貨車,4
201406,臺北市,電能,特種車,0
201406,臺北市,電能,機車重型,15
201406,臺北市,電能,機車輕型,3909
201406,臺北市,電能(增程),大客車,0
201406,臺北市,電能(增程),大貨車,0
201406,臺北市,電能(增程),小客車,0
201406,臺北市,電能(增程),小貨車,0
201406,臺北市,電能(增程),特種車,0
201406,臺北市,電能(增程),機車重型,0
201406,臺北市,電能(增程),機車輕型,0
201406,臺北市,電能/汽油,大客車,0
201406,臺北市,電能/汽油,大貨車,0
201406,臺北市,電能/汽油,小客車,0
201406,臺北市,電能/汽油,小貨車,0
201406,臺北市,電能/汽油,特種車,0
201406,臺北市,電能/汽油,機車重型,0
201406,臺北市,電能/汽油,機車輕型,0
201406,臺北市,電能/柴油,大客車,0
201406,臺北市,電能/柴油,大貨車,0
201406,臺北市,電能/柴油,小客車,0
201406,臺北市,電能/柴油,小貨車,0
201406,臺北市,電能/柴油,特種車,0
201406,臺北市,電能/柴油,機車重型,0
201406,臺北市,電能/柴油,機車輕型,0
201406,臺北市,總計,大客車,7379
201406,臺北市,總計,大貨車,7650
201406,臺北市,總計,小客車,694089
201406,臺北市,總計,小貨車,61438
201406,臺北市,總計,特種車,8226
201406,臺北市,總計,機車重型,821003
201406,臺北市,總計,機車輕型,169839
201407,臺北市,汽油,大客車,32
201407,臺北市,汽油,大貨車,24
201407,臺北市,汽油,小客車,645412
201407,臺北市,汽油,小貨車,36712
201407,臺北市,汽油,特種車,4830
201407,臺北市,汽油,機車重型,816240
201407,臺北市,汽油,機車輕型,160830
201407,臺北市,汽油(油電),大客車,0
201407,臺北市,汽油(油電),大貨車,0
201407,臺北市,汽油(油電),小客車,0
201407,臺北市,汽油(油電),小貨車,0
201407,臺北市,汽油(油電),特種車,0
201407,臺北市,汽油(油電),機車重型,0
201407,臺北市,汽油(油電),機車輕型,0
201407,臺北市,汽油/LPG,大客車,0
201407,臺北市,汽油/LPG,大貨車,0
201407,臺北市,汽油/LPG,小客車,6350
201407,臺北市,汽油/LPG,小貨車,3
201407,臺北市,汽油/LPG,特種車,15
201407,臺北市,汽油/LPG,機車重型,1
201407,臺北市,汽油/LPG,機車輕型,0
201407,臺北市,汽油/電能,大客車,0
201407,臺北市,汽油/電能,大貨車,0
201407,臺北市,汽油/電能,小客車,15529
201407,臺北市,汽油/電能,小貨車,2
201407,臺北市,汽油/電能,特種車,21
201407,臺北市,汽油/電能,機車重型,0
201407,臺北市,汽油/電能,機車輕型,0
201407,臺北市,柴油,大客車,7339
201407,臺北市,柴油,大貨車,7624
201407,臺北市,柴油,小客車,29460
201407,臺北市,柴油,小貨車,24851
