資料年月,縣市,燃料別,車種類別,數量
201805,臺北市,柴油,小客車,42291
201805,臺北市,柴油,小貨車,25503
201805,臺北市,柴油,特種車,3693
201805,臺北市,柴油,機車重型,0
201805,臺北市,柴油,機車輕型,0
201805,臺北市,柴油(油電),大客車,0
201805,臺北市,柴油(油電),大貨車,0
201805,臺北市,柴油(油電),小客車,0
201805,臺北市,柴油(油電),小貨車,0
201805,臺北市,柴油(油電),特種車,0
201805,臺北市,柴油(油電),機車重型,0
201805,臺北市,柴油(油電),機車輕型,0
201805,臺北市,柴油/電能,大客車,20
201805,臺北市,柴油/電能,大貨車,12
201805,臺北市,柴油/電能,小客車,73
201805,臺北市,柴油/電能,小貨車,2
201805,臺北市,柴油/電能,特種車,1
201805,臺北市,柴油/電能,機車重型,0
201805,臺北市,柴油/電能,機車輕型,0
201805,臺北市,液化石油氣,大客車,0
201805,臺北市,液化石油氣,大貨車,0
201805,臺北市,液化石油氣,小客車,0
201805,臺北市,液化石油氣,小貨車,0
201805,臺北市,液化石油氣,特種車,0
201805,臺北市,液化石油氣,機車重型,0
201805,臺北市,液化石油氣,機車輕型,0
201805,臺北市,電能,大客車,3
201805,臺北市,電能,大貨車,0
201805,臺北市,電能,小客車,596
201805,臺北市,電能,小貨車,2
201805,臺北市,電能,特種車,7
201805,臺北市,電能,機車重型,8521
201805,臺北市,電能,機車輕型,6700
201805,臺北市,電能(增程),大客車,0
201805,臺北市,電能(增程),大貨車,0
201805,臺北市,電能(增程),小客車,2
201805,臺北市,電能(增程),小貨車,0
201805,臺北市,電能(增程),特種車,0
201805,臺北市,電能(增程),機車重型,0
201805,臺北市,電能(增程),機車輕型,0
201805,臺北市,電能/汽油,大客車,0
201805,臺北市,電能/汽油,大貨車,0
201805,臺北市,電能/汽油,小客車,53
201805,臺北市,電能/汽油,小貨車,0
201805,臺北市,電能/汽油,特種車,0
201805,臺北市,電能/汽油,機車重型,0
201805,臺北市,電能/汽油,機車輕型,0
201805,臺北市,電能/柴油,大客車,0
201805,臺北市,電能/柴油,大貨車,0
201805,臺北市,電能/柴油,小客車,0
201805,臺北市,電能/柴油,小貨車,0
201805,臺北市,電能/柴油,特種車,0
201805,臺北市,電能/柴油,機車重型,0
201805,臺北市,電能/柴油,機車輕型,0
201805,臺北市,總計,大客車,7198
201805,臺北市,總計,大貨車,8060
201805,臺北市,總計,小客車,725534
201805,臺北市,總計,小貨車,61996
201805,臺北市,總計,特種車,8677
201805,臺北市,總計,機車重型,865599
201805,臺北市,總計,機車輕型,87844
201806,臺北市,汽油,大客車,21
201806,臺北市,汽油,大貨車,15
201806,臺北市,汽油,小客車,660022
201806,臺北市,汽油,小貨車,36489
201806,臺北市,汽油,特種車,4984
201806,臺北市,汽油,機車重型,857985
201806,臺北市,汽油,機車輕型,80008
201806,臺北市,汽油(油電),大客車,0
201806,臺北市,汽油(油電),大貨車,0
201806,臺北市,汽油(油電),小客車,1364
201806,臺北市,汽油(油電),小貨車,0
201806,臺北市,汽油(油電),特種車,0
201806,臺北市,汽油(油電),機車重型,0
201806,臺北市,汽油(油電),機車輕型,0
201806,臺北市,汽油/LPG,大客車,0
201806,臺北市,汽油/LPG,大貨車,0
201806,臺北市,汽油/LPG,小客車,3429
201806,臺北市,汽油/LPG,小貨車,2
201806,臺北市,汽油/LPG,特種車,11
201806,臺北市,汽油/LPG,機車重型,0
201806,臺北市,汽油/LPG,機車輕型,0
201806,臺北市,汽油/電能,大客車,1
201806,臺北市,汽油/電能,大貨車,0
201806,臺北市,汽油/電能,小客車,19017
201806,臺北市,汽油/電能,小貨車,1
201806,臺北市,汽油/電能,特種車,31
201806,臺北市,汽油/電能,機車重型,0
201806,臺北市,汽油/電能,機車輕型,0
201806,臺北市,柴油,大客車,7112
201806,臺北市,柴油,大貨車,8049
201806,臺北市,柴油,小客車,42523
201806,臺北市,柴油,小貨車,25582
201806,臺北市,柴油,特種車,3680
201806,臺北市,柴油,機車重型,0
201806,臺北市,柴油,機車輕型,0
201806,臺北市,柴油(油電),大客車,0
201806,臺北市,柴油(油電),大貨車,0
201806,臺北市,柴油(油電),小客車,0
201806,臺北市,柴油(油電),小貨車,0
201806,臺北市,柴油(油電),特種車,0
201806,臺北市,柴油(油電),機車重型,0
201806,臺北市,柴油(油電),機車輕型,0
201806,臺北市,柴油/電能,大客車,20
201806,臺北市,柴油/電能,大貨車,12
201806,臺北市,柴油/電能,小客車,72
201806,臺北市,柴油/電能,小貨車,2
201806,臺北市,柴油/電能,特種車,1
201806,臺北市,柴油/電能,機車重型,0
201806,臺北市,柴油/電能,機車輕型,0
201806,臺北市,液化石油氣,大客車,0
201806,臺北市,液化石油氣,大貨車,0
201806,臺北市,液化石油氣,小客車,0
201806,臺北市,液化石油氣,小貨車,0
201806,臺北市,液化石油氣,特種車,0
201806,臺北市,液化石油氣,機車重型,0
201806,臺北市,液化石油氣,機車輕型,0
201806,臺北市,電能,大客車,3
201806,臺北市,電能,大貨車,0
201806,臺北市,電能,小客車,635
201806,臺北市,電能,小貨車,2
201806,臺北市,電能,特種車,7
201806,臺北市,電能,機車重型,8919
201806,臺北市,電能,機車輕型,6693
201806,臺北市,電能(增程),大客車,0
201806,臺北市,電能(增程),大貨車,0
201806,臺北市,電能(增程),小客車,2
201806,臺北市,電能(增程),小貨車,0
201806,臺北市,電能(增程),特種車,0
201806,臺北市,電能(增程),機車重型,0
201806,臺北市,電能(增程),機車輕型,0
201806,臺北市,電能/汽油,大客車,0
201806,臺北市,電能/汽油,大貨車,0
201806,臺北市,電能/汽油,小客車,62
201806,臺北市,電能/汽油,小貨車,0
201806,臺北市,電能/汽油,特種車,0
201806,臺北市,電能/汽油,機車重型,0
201806,臺北市,電能/汽油,機車輕型,0
201806,臺北市,電能/柴油,大客車,0
201806,臺北市,電能/柴油,大貨車,0
201806,臺北市,電能/柴油,小客車,0
201806,臺北市,電能/柴油,小貨車,0
201806,臺北市,電能/柴油,特種車,0
201806,臺北市,電能/柴油,機車重型,0
201806,臺北市,電能/柴油,機車輕型,0
201806,臺北市,總計,大客車,7157
201806,臺北市,總計,大貨車,8076
201806,臺北市,總計,小客車,727126
201806,臺北市,總計,小貨車,62078
201806,臺北市,總計,特種車,8714
201806,臺北市,總計,機車重型,866904
201806,臺北市,總計,機車輕型,86701
201807,臺北市,汽油,大客車,20
201807,臺北市,汽油,大貨車,15
201807,臺北市,汽油,小客車,661022
201807,臺北市,汽油,小貨車,36464
201807,臺北市,汽油,特種車,5057
201807,臺北市,汽油,機車重型,858074
201807,臺北市,汽油,機車輕型,78443
201807,臺北市,汽油(油電),大客車,0
201807,臺北市,汽油(油電),大貨車,0
201807,臺北市,汽油(油電),小客車,1526
201807,臺北市,汽油(油電),小貨車,0
201807,臺北市,汽油(油電),特種車,1
201807,臺北市,汽油(油電),機車重型,0
201807,臺北市,汽油(油電),機車輕型,0
201807,臺北市,汽油/LPG,大客車,0
201807,臺北市,汽油/LPG,大貨車,0
201807,臺北市,汽油/LPG,小客車,3385
201807,臺北市,汽油/LPG,小貨車,2
201807,臺北市,汽油/LPG,特種車,15
201807,臺北市,汽油/LPG,機車重型,0
201807,臺北市,汽油/LPG,機車輕型,0
201807,臺北市,汽油/電能,大客車,1
201807,臺北市,汽油/電能,大貨車,0
201807,臺北市,汽油/電能,小客車,18939
201807,臺北市,汽油/電能,小貨車,1
201807,臺北市,汽油/電能,特種車,32
201807,臺北市,汽油/電能,機車重型,0
201807,臺北市,汽油/電能,機車輕型,0
201807,臺北市,柴油,大客車,7094
201807,臺北市,柴油,大貨車,8051
201807,臺北市,柴油,小客車,42412
201807,臺北市,柴油,小貨車,25609
201807,臺北市,柴油,特種車,3713
201807,臺北市,柴油,機車重型,0
201807,臺北市,柴油,機車輕型,0
201807,臺北市,柴油(油電),大客車,0
201807,臺北市,柴油(油電),大貨車,0
201807,臺北市,柴油(油電),小客車,0
201807,臺北市,柴油(油電),小貨車,0
201807,臺北市,柴油(油電),特種車,0
201807,臺北市,柴油(油電),機車重型,0
201807,臺北市,柴油(油電),機車輕型,0
201807,臺北市,柴油/電能,大客車,20
201807,臺北市,柴油/電能,大貨車,12
201807,臺北市,柴油/電能,小客車,68
201807,臺北市,柴油/電能,小貨車,2
201807,臺北市,柴油/電能,特種車,1
201807,臺北市,柴油/電能,機車重型,0
201807,臺北市,柴油/電能,機車輕型,0
201807,臺北市,液化石油氣,大客車,0
201807,臺北市,液化石油氣,大貨車,0
201807,臺北市,液化石油氣,小客車,0
201807,臺北市,液化石油氣,小貨車,0
201807,臺北市,液化石油氣,特種車,0
201807,臺北市,液化石油氣,機車重型,0
201807,臺北市,液化石油氣,機車輕型,0
201807,臺北市,電能,大客車,1
201807,臺北市,電能,大貨車,0
201807,臺北市,電能,小客車,642
201807,臺北市,電能,小貨車,2
201807,臺北市,電能,特種車,7
201807,臺北市,電能,機車重型,9339
201807,臺北市,電能,機車輕型,6999
201807,臺北市,電能(增程),大客車,0
201807,臺北市,電能(增程),大貨車,0
201807,臺北市,電能(增程),小客車,2
201807,臺北市,電能(增程),小貨車,0
201807,臺北市,電能(增程),特種車,0
201807,臺北市,電能(增程),機車重型,0
201807,臺北市,電能(增程),機車輕型,0
201807,臺北市,電能/汽油,大客車,0
201807,臺北市,電能/汽油,大貨車,0
201807,臺北市,電能/汽油,小客車,67
201807,臺北市,電能/汽油,小貨車,0
201807,臺北市,電能/汽油,特種車,0
201807,臺北市,電能/汽油,機車重型,0
201807,臺北市,電能/汽油,機車輕型,0
201807,臺北市,電能/柴油,大客車,0
201807,臺北市,電能/柴油,大貨車,0
201807,臺北市,電能/柴油,小客車,0
201807,臺北市,電能/柴油,小貨車,0
201807,臺北市,電能/柴油,特種車,0
201807,臺北市,電能/柴油,機車重型,0
201807,臺北市,電能/柴油,機車輕型,0
201807,臺北市,總計,大客車,7136
201807,臺北市,總計,大貨車,8078
201807,臺北市,總計,小客車,728063
201807,臺北市,總計,小貨車,62080
201807,臺北市,總計,特種車,8826
201807,臺北市,總計,機車重型,867413
201807,臺北市,總計,機車輕型,85442
201808,臺北市,汽油,大客車,20
201808,臺北市,汽油,大貨車,15
201808,臺北市,汽油,小客車,659880
201808,臺北市,汽油,小貨車,36334
201808,臺北市,汽油,特種車,5087
201808,臺北市,汽油,機車重型,854222
201808,臺北市,汽油,機車輕型,73890
201808,臺北市,汽油(油電),大客車,0
201808,臺北市,汽油(油電),大貨車,0
201808,臺北市,汽油(油電),小客車,1603
201808,臺北市,汽油(油電),小貨車,0
201808,臺北市,汽油(油電),特種車,1
201808,臺北市,汽油(油電),機車重型,0
201808,臺北市,汽油(油電),機車輕型,0
201808,臺北市,汽油/LPG,大客車,0
201808,臺北市,汽油/LPG,大貨車,0
201808,臺北市,汽油/LPG,小客車,3350
201808,臺北市,汽油/LPG,小貨車,2
201808,臺北市,汽油/LPG,特種車,14
201808,臺北市,汽油/LPG,機車重型,0
201808,臺北市,汽油/LPG,機車輕型,0
201808,臺北市,汽油/電能,大客車,1
201808,臺北市,汽油/電能,大貨車,0
201808,臺北市,汽油/電能,小客車,18824
201808,臺北市,汽油/電能,小貨車,1
201808,臺北市,汽油/電能,特種車,30
201808,臺北市,汽油/電能,機車重型,0
201808,臺北市,汽油/電能,機車輕型,0
201808,臺北市,柴油,大客車,7129
201808,臺北市,柴油,大貨車,7983
201808,臺北市,柴油,小客車,42347
201808,臺北市,柴油,小貨車,25644
201808,臺北市,柴油,特種車,3710
201808,臺北市,柴油,機車重型,0
201808,臺北市,柴油,機車輕型,0
201808,臺北市,柴油(油電),大客車,0
201808,臺北市,柴油(油電),大貨車,0
201808,臺北市,柴油(油電),小客車,0
201808,臺北市,柴油(油電),小貨車,1
201808,臺北市,柴油(油電),特種車,0
201808,臺北市,柴油(油電),機車重型,0
201808,臺北市,柴油(油電),機車輕型,0
201808,臺北市,柴油/電能,大客車,20
201808,臺北市,柴油/電能,大貨車,13
201808,臺北市,柴油/電能,小客車,66
201808,臺北市,柴油/電能,小貨車,2
201808,臺北市,柴油/電能,特種車,1
201808,臺北市,柴油/電能,機車重型,0
201808,臺北市,柴油/電能,機車輕型,0
201808,臺北市,液化石油氣,大客車,0
201808,臺北市,液化石油氣,大貨車,0
201808,臺北市,液化石油氣,小客車,0
201808,臺北市,液化石油氣,小貨車,0
201808,臺北市,液化石油氣,特種車,0
201808,臺北市,液化石油氣,機車重型,0
201808,臺北市,液化石油氣,機車輕型,0
201808,臺北市,電能,大客車,3
201808,臺北市,電能,大貨車,0
201808,臺北市,電能,小客車,672
201808,臺北市,電能,小貨車,2
201808,臺北市,電能,特種車,7
201808,臺北市,電能,機車重型,9792
201808,臺北市,電能,機車輕型,7501
201808,臺北市,電能(增程),大客車,0
201808,臺北市,電能(增程),大貨車,0
201808,臺北市,電能(增程),小客車,4
201808,臺北市,電能(增程),小貨車,0
201808,臺北市,電能(增程),特種車,0
201808,臺北市,電能(增程),機車重型,0
201808,臺北市,電能(增程),機車輕型,0
201808,臺北市,電能/汽油,大客車,0
201808,臺北市,電能/汽油,大貨車,0
201808,臺北市,電能/汽油,小客車,71
201808,臺北市,電能/汽油,小貨車,0
201808,臺北市,電能/汽油,特種車,0
201808,臺北市,電能/汽油,機車重型,0
201808,臺北市,電能/汽油,機車輕型,0
201808,臺北市,電能/柴油,大客車,0
201808,臺北市,電能/柴油,大貨車,0
201808,臺北市,電能/柴油,小客車,0
201808,臺北市,電能/柴油,小貨車,0
201808,臺北市,電能/柴油,特種車,0
201808,臺北市,電能/柴油,機車重型,0
201808,臺北市,電能/柴油,機車輕型,0
201808,臺北市,總計,大客車,7173
201808,臺北市,總計,大貨車,8011
201808,臺北市,總計,小客車,726817
201808,臺北市,總計,小貨車,61986
201808,臺北市,總計,特種車,8850
201808,臺北市,總計,機車重型,864014
201808,臺北市,總計,機車輕型,81391
201809,臺北市,汽油,大客車,19
201809,臺北市,汽油,大貨車,15
201809,臺北市,汽油,小客車,660567
201809,臺北市,汽油,小貨車,36592
201809,臺北市,汽油,特種車,5061
201809,臺北市,汽油,機車重型,855194
201809,臺北市,汽油,機車輕型,72723
201809,臺北市,汽油(油電),大客車,0
201809,臺北市,汽油(油電),大貨車,0
201809,臺北市,汽油(油電),小客車,1674
201809,臺北市,汽油(油電),小貨車,0
201809,臺北市,汽油(油電),特種車,1
201809,臺北市,汽油(油電),機車重型,0
201809,臺北市,汽油(油電),機車輕型,0
201809,臺北市,汽油/LPG,大客車,0
201809,臺北市,汽油/LPG,大貨車,0
201809,臺北市,汽油/LPG,小客車,3315
201809,臺北市,汽油/LPG,小貨車,2
201809,臺北市,汽油/LPG,特種車,14
201809,臺北市,汽油/LPG,機車重型,0
201809,臺北市,汽油/LPG,機車輕型,0
201809,臺北市,汽油/電能,大客車,1
201809,臺北市,汽油/電能,大貨車,0
201809,臺北市,汽油/電能,小客車,18797
201809,臺北市,汽油/電能,小貨車,1
201809,臺北市,汽油/電能,特種車,30
201809,臺北市,汽油/電能,機車重型,0
201809,臺北市,汽油/電能,機車輕型,0
201809,臺北市,柴油,大客車,7144
201809,臺北市,柴油,大貨車,7973
201809,臺北市,柴油,小客車,42371
201809,臺北市,柴油,小貨車,25722
201809,臺北市,柴油,特種車,3708
201809,臺北市,柴油,機車重型,0
201809,臺北市,柴油,機車輕型,0
201809,臺北市,柴油(油電),大客車,0
201809,臺北市,柴油(油電),大貨車,0
201809,臺北市,柴油(油電),小客車,0
201809,臺北市,柴油(油電),小貨車,1
201809,臺北市,柴油(油電),特種車,0
201809,臺北市,柴油(油電),機車重型,0
201809,臺北市,柴油(油電),機車輕型,0
201809,臺北市,柴油/電能,大客車,20
201809,臺北市,柴油/電能,大貨車,13
201809,臺北市,柴油/電能,小客車,64
201809,臺北市,柴油/電能,小貨車,1
201809,臺北市,柴油/電能,特種車,1
201809,臺北市,柴油/電能,機車重型,0
201809,臺北市,柴油/電能,機車輕型,0
201809,臺北市,液化石油氣,大客車,0
201809,臺北市,液化石油氣,大貨車,0
201809,臺北市,液化石油氣,小客車,0
201809,臺北市,液化石油氣,小貨車,0
201809,臺北市,液化石油氣,特種車,0
201809,臺北市,液化石油氣,機車重型,0
201809,臺北市,液化石油氣,機車輕型,0
201809,臺北市,電能,大客車,3
201809,臺北市,電能,大貨車,0
201809,臺北市,電能,小客車,711
201809,臺北市,電能,小貨車,2
201809,臺北市,電能,特種車,7
201809,臺北市,電能,機車重型,10315
201809,臺北市,電能,機車輕型,7509
201809,臺北市,電能(增程),大客車,0
201809,臺北市,電能(增程),大貨車,0
201809,臺北市,電能(增程),小客車,4
201809,臺北市,電能(增程),小貨車,0
201809,臺北市,電能(增程),特種車,0
201809,臺北市,電能(增程),機車重型,0
201809,臺北市,電能(增程),機車輕型,0
201809,臺北市,電能/汽油,大客車,0
201809,臺北市,電能/汽油,大貨車,0
201809,臺北市,電能/汽油,小客車,78
201809,臺北市,電能/汽油,小貨車,0
201809,臺北市,電能/汽油,特種車,0
201809,臺北市,電能/汽油,機車重型,0
201809,臺北市,電能/汽油,機車輕型,0
201809,臺北市,電能/柴油,大客車,0
201809,臺北市,電能/柴油,大貨車,0
201809,臺北市,電能/柴油,小客車,0
201809,臺北市,電能/柴油,小貨車,0
201809,臺北市,電能/柴油,特種車,0
201809,臺北市,電能/柴油,機車重型,0
201809,臺北市,電能/柴油,機車輕型,0
201809,臺北市,總計,大客車,7187
201809,臺北市,總計,大貨車,8001
201809,臺北市,總計,小客車,727581
201809,臺北市,總計,小貨車,62321
201809,臺北市,總計,特種車,8822
201809,臺北市,總計,機車重型,865509
201809,臺北市,總計,機車輕型,80232
201810,臺北市,汽油,大客車,19
201810,臺北市,汽油,大貨車,15
201810,臺北市,汽油,小客車,660747
201810,臺北市,汽油,小貨車,36341
201810,臺北市,汽油,特種車,5135
201810,臺北市,汽油,機車重型,855578
201810,臺北市,汽油,機車輕型,71513
201810,臺北市,汽油(油電),大客車,0
201810,臺北市,汽油(油電),大貨車,0
201810,臺北市,汽油(油電),小客車,1823
201810,臺北市,汽油(油電),小貨車,0
201810,臺北市,汽油(油電),特種車,1
201810,臺北市,汽油(油電),機車重型,0
201810,臺北市,汽油(油電),機車輕型,0
201810,臺北市,汽油/LPG,大客車,0
201810,臺北市,汽油/LPG,大貨車,0
201810,臺北市,汽油/LPG,小客車,3278
201810,臺北市,汽油/LPG,小貨車,2
201810,臺北市,汽油/LPG,特種車,14
201810,臺北市,汽油/LPG,機車重型,0
201810,臺北市,汽油/LPG,機車輕型,0
201810,臺北市,汽油/電能,大客車,0
201810,臺北市,汽油/電能,大貨車,0
201810,臺北市,汽油/電能,小客車,18716
201810,臺北市,汽油/電能,小貨車,1
201810,臺北市,汽油/電能,特種車,30
201810,臺北市,汽油/電能,機車重型,0
201810,臺北市,汽油/電能,機車輕型,0
201810,臺北市,柴油,大客車,7168
201810,臺北市,柴油,大貨車,7866
201810,臺北市,柴油,小客車,42232
201810,臺北市,柴油,小貨車,25790
201810,臺北市,柴油,特種車,3743
201810,臺北市,柴油,機車重型,0
201810,臺北市,柴油,機車輕型,0
201810,臺北市,柴油(油電),大客車,0
201810,臺北市,柴油(油電),大貨車,0
201810,臺北市,柴油(油電),小客車,0
201810,臺北市,柴油(油電),小貨車,1
201810,臺北市,柴油(油電),特種車,0
201810,臺北市,柴油(油電),機車重型,0
201810,臺北市,柴油(油電),機車輕型,0
201810,臺北市,柴油/電能,大客車,20
201810,臺北市,柴油/電能,大貨車,13
201810,臺北市,柴油/電能,小客車,66
201810,臺北市,柴油/電能,小貨車,1
201810,臺北市,柴油/電能,特種車,1
201810,臺北市,柴油/電能,機車重型,0
201810,臺北市,柴油/電能,機車輕型,0
201810,臺北市,液化石油氣,大客車,0
201810,臺北市,液化石油氣,大貨車,0
201810,臺北市,液化石油氣,小客車,0
201810,臺北市,液化石油氣,小貨車,0
201810,臺北市,液化石油氣,特種車,0
201810,臺北市,液化石油氣,機車重型,0
201810,臺北市,液化石油氣,機車輕型,0
201810,臺北市,電能,大客車,15
201810,臺北市,電能,大貨車,0
201810,臺北市,電能,小客車,719
201810,臺北市,電能,小貨車,2
201810,臺北市,電能,特種車,7
201810,臺北市,電能,機車重型,10844
201810,臺北市,電能,機車輕型,7751
201810,臺北市,電能(增程),大客車,0
201810,臺北市,電能(增程),大貨車,0
201810,臺北市,電能(增程),小客車,6
201810,臺北市,電能(增程),小貨車,0
201810,臺北市,電能(增程),特種車,0
201810,臺北市,電能(增程),機車重型,0
201810,臺北市,電能(增程),機車輕型,0
201810,臺北市,電能/汽油,大客車,0
201810,臺北市,電能/汽油,大貨車,0
201810,臺北市,電能/汽油,小客車,84
201810,臺北市,電能/汽油,小貨車,0
201810,臺北市,電能/汽油,特種車,0
201810,臺北市,電能/汽油,機車重型,0
201810,臺北市,電能/汽油,機車輕型,0
201810,臺北市,電能/柴油,大客車,0
201810,臺北市,電能/柴油,大貨車,0
201810,臺北市,電能/柴油,小客車,0
201810,臺北市,電能/柴油,小貨車,0
201810,臺北市,電能/柴油,特種車,0
201810,臺北市,電能/柴油,機車重型,0
201810,臺北市,電能/柴油,機車輕型,0
201810,臺北市,總計,大客車,7222
201810,臺北市,總計,大貨車,7894
201810,臺北市,總計,小客車,727671
201810,臺北市,總計,小貨車,62138
201810,臺北市,總計,特種車,8931
201810,臺北市,總計,機車重型,866422
201810,臺北市,總計,機車輕型,79264
201811,臺北市,汽油,大客車,19
201811,臺北市,汽油,大貨車,15
201811,臺北市,汽油,小客車,661293
201811,臺北市,汽油,小貨車,36347
201811,臺北市,汽油,特種車,5113
201811,臺北市,汽油,機車重型,855507
201811,臺北市,汽油,機車輕型,70301
201811,臺北市,汽油(油電),大客車,0
201811,臺北市,汽油(油電),大貨車,0
201811,臺北市,汽油(油電),小客車,2049
201811,臺北市,汽油(油電),小貨車,0
201811,臺北市,汽油(油電),特種車,1
201811,臺北市,汽油(油電),機車重型,0
201811,臺北市,汽油(油電),機車輕型,0
201811,臺北市,汽油/LPG,大客車,0
201811,臺北市,汽油/LPG,大貨車,0
201811,臺北市,汽油/LPG,小客車,3223
201811,臺北市,汽油/LPG,小貨車,2
201811,臺北市,汽油/LPG,特種車,14
201811,臺北市,汽油/LPG,機車重型,0
201811,臺北市,汽油/LPG,機車輕型,0
201811,臺北市,汽油/電能,大客車,0
201811,臺北市,汽油/電能,大貨車,0
201811,臺北市,汽油/電能,小客車,18687
201811,臺北市,汽油/電能,小貨車,1
201811,臺北市,汽油/電能,特種車,32
201811,臺北市,汽油/電能,機車重型,0
201811,臺北市,汽油/電能,機車輕型,0
201811,臺北市,柴油,大客車,7143
201811,臺北市,柴油,大貨車,7833
201811,臺北市,柴油,小客車,42040
201811,臺北市,柴油,小貨車,25878
201811,臺北市,柴油,特種車,3778
201811,臺北市,柴油,機車重型,0
201811,臺北市,柴油,機車輕型,0
201811,臺北市,柴油(油電),大客車,0
201811,臺北市,柴油(油電),大貨車,0
201811,臺北市,柴油(油電),小客車,0
201811,臺北市,柴油(油電),小貨車,1
201811,臺北市,柴油(油電),特種車,0
201811,臺北市,柴油(油電),機車重型,0
201811,臺北市,柴油(油電),機車輕型,0
201811,臺北市,柴油/電能,大客車,20
201811,臺北市,柴油/電能,大貨車,13
201811,臺北市,柴油/電能,小客車,65
201811,臺北市,柴油/電能,小貨車,1
201811,臺北市,柴油/電能,特種車,1
201811,臺北市,柴油/電能,機車重型,0
201811,臺北市,柴油/電能,機車輕型,0
201811,臺北市,液化石油氣,大客車,0
201811,臺北市,液化石油氣,大貨車,0
201811,臺北市,液化石油氣,小客車,0
201811,臺北市,液化石油氣,小貨車,0
201811,臺北市,液化石油氣,特種車,0
201811,臺北市,液化石油氣,機車重型,0
201811,臺北市,液化石油氣,機車輕型,0
201811,臺北市,電能,大客車,17
201811,臺北市,電能,大貨車,0
201811,臺北市,電能,小客車,745
201811,臺北市,電能,小貨車,5
201811,臺北市,電能,特種車,19
201811,臺北市,電能,機車重型,11346
201811,臺北市,電能,機車輕型,7830
201811,臺北市,電能(增程),大客車,0
201811,臺北市,電能(增程),大貨車,0
201811,臺北市,電能(增程),小客車,7
201811,臺北市,電能(增程),小貨車,0
201811,臺北市,電能(增程),特種車,0
201811,臺北市,電能(增程),機車重型,0
201811,臺北市,電能(增程),機車輕型,0
201811,臺北市,電能/汽油,大客車,0
201811,臺北市,電能/汽油,大貨車,0
201811,臺北市,電能/汽油,小客車,91
201811,臺北市,電能/汽油,小貨車,0
201811,臺北市,電能/汽油,特種車,0
201811,臺北市,電能/汽油,機車重型,0
201811,臺北市,電能/汽油,機車輕型,0
201811,臺北市,電能/柴油,大客車,0
201811,臺北市,電能/柴油,大貨車,0
201811,臺北市,電能/柴油,小客車,0
201811,臺北市,電能/柴油,小貨車,0
201811,臺北市,電能/柴油,特種車,0
201811,臺北市,電能/柴油,機車重型,0
201811,臺北市,電能/柴油,機車輕型,0
201811,臺北市,總計,大客車,7199
201811,臺北市,總計,大貨車,7861
201811,臺北市,總計,小客車,728200
201811,臺北市,總計,小貨車,62235
201811,臺北市,總計,特種車,8958
201811,臺北市,總計,機車重型,866853
201811,臺北市,總計,機車輕型,78131
201812,臺北市,汽油,大客車,19
201812,臺北市,汽油,大貨車,15
201812,臺北市,汽油,小客車,660888
201812,臺北市,汽油,小貨車,36130
201812,臺北市,汽油,特種車,5130
201812,臺北市,汽油,機車重型,856002
201812,臺北市,汽油,機車輕型,68480
201812,臺北市,汽油(油電),大客車,0
201812,臺北市,汽油(油電),大貨車,0
201812,臺北市,汽油(油電),小客車,2207
201812,臺北市,汽油(油電),小貨車,0
201812,臺北市,汽油(油電),特種車,1
201812,臺北市,汽油(油電),機車重型,0
201812,臺北市,汽油(油電),機車輕型,0
201812,臺北市,汽油/LPG,大客車,0
201812,臺北市,汽油/LPG,大貨車,0
201812,臺北市,汽油/LPG,小客車,3180
201812,臺北市,汽油/LPG,小貨車,2
201812,臺北市,汽油/LPG,特種車,14
201812,臺北市,汽油/LPG,機車重型,0
201812,臺北市,汽油/LPG,機車輕型,0
201812,臺北市,汽油/電能,大客車,0
201812,臺北市,汽油/電能,大貨車,0
201812,臺北市,汽油/電能,小客車,18568
201812,臺北市,汽油/電能,小貨車,1
201812,臺北市,汽油/電能,特種車,34
201812,臺北市,汽油/電能,機車重型,0
201812,臺北市,汽油/電能,機車輕型,0
201812,臺北市,柴油,大客車,7179
201812,臺北市,柴油,大貨車,7813
201812,臺北市,柴油,小客車,41864
201812,臺北市,柴油,小貨車,25877
201812,臺北市,柴油,特種車,3778
201812,臺北市,柴油,機車重型,0
201812,臺北市,柴油,機車輕型,0
201812,臺北市,柴油(油電),大客車,0
201812,臺北市,柴油(油電),大貨車,0
201812,臺北市,柴油(油電),小客車,0
201812,臺北市,柴油(油電),小貨車,1
201812,臺北市,柴油(油電),特種車,17
201812,臺北市,柴油(油電),機車重型,0
201812,臺北市,柴油(油電),機車輕型,0
201812,臺北市,柴油/電能,大客車,20
201812,臺北市,柴油/電能,大貨車,12
201812,臺北市,柴油/電能,小客車,64
201812,臺北市,柴油/電能,小貨車,1
201812,臺北市,柴油/電能,特種車,1
201812,臺北市,柴油/電能,機車重型,0
201812,臺北市,柴油/電能,機車輕型,0
201812,臺北市,液化石油氣,大客車,0
201812,臺北市,液化石油氣,大貨車,0
201812,臺北市,液化石油氣,小客車,0
201812,臺北市,液化石油氣,小貨車,0
201812,臺北市,液化石油氣,特種車,0
201812,臺北市,液化石油氣,機車重型,0
201812,臺北市,液化石油氣,機車輕型,0
201812,臺北市,電能,大客車,25
201812,臺北市,電能,大貨車,0
201812,臺北市,電能,小客車,781
201812,臺北市,電能,小貨車,5
201812,臺北市,電能,特種車,19
201812,臺北市,電能,機車重型,11776
